entry_id,network,instance,dispatch_id,op,name,core_kind,hart,worker_kind_idx,predicted_start_ms,predicted_duration_ms,actual_start_ms,actual_end_ms,actual_duration_ms
0,fused_split,0,0,qnn_graph,fused_vision_conv,dsp,6,0,0.000000,0.459000,0.035000,1.633000,1.598000
1,fused_split,0,1,qnn_graph,fused_depth_conv,cpu,5,1,0.000000,0.014000,0.041000,0.276000,0.235000
2,yolov8n_e,0,0,qnn_graph,yolov8n_backbone,hta,7,2,0.000000,13.909000,0.027000,11.967000,11.940000
3,mlp_control,0,0,qnn_graph,mlp_control_full,cpu,4,3,0.014000,0.107000,0.027000,0.104000,0.077000
4,yolov8n_c,0,0,qnn_graph,yolov8n_backbone,dsp,6,4,0.459000,13.267000,1.967000,16.268000,14.301000
5,mlp_control,1,0,qnn_graph,mlp_control_full,cpu,4,3,5.000000,0.107000,5.013000,5.084000,0.071000
6,fused_split,0,2,qnn_graph,fused_tail,cpu,5,1,6.646000,0.354000,6.669000,10.639000,3.970000
7,mlp_control,2,0,qnn_graph,mlp_control_full,cpu,4,3,10.000000,0.107000,10.770000,10.840000,0.070000
8,fused_split,1,1,qnn_graph,fused_depth_conv,dsp,6,0,13.726000,0.392000,16.425000,17.187000,0.762000
9,fused_split,1,0,qnn_graph,fused_vision_conv,hta,7,5,13.909000,0.931000,13.993000,15.332000,1.339000
10,yolov8n_d,0,0,qnn_graph,yolov8n_backbone,hta,7,6,14.840000,13.909000,15.882000,29.205000,13.323000
11,mlp_control,3,0,qnn_graph,mlp_control_full,cpu,4,3,15.000000,0.107000,15.016000,15.077000,0.061000
12,fused_split,1,2,qnn_graph,fused_tail,cpu,5,1,16.646000,0.354000,18.628000,19.972000,1.344000
13,fused_split,2,0,qnn_graph,fused_vision_conv,dsp,6,0,20.000000,0.459000,20.010000,20.608000,0.598000
14,fused_split,2,1,qnn_graph,fused_depth_conv,cpu,5,1,20.000000,0.014000,20.022000,20.114000,0.092000
15,yolov8n_e,0,1,qnn_graph,yolov8n_head,dsp,6,7,20.810000,15.377000,20.878000,40.266000,19.388000
16,mlp_control,4,0,qnn_graph,mlp_control_full,cpu,4,3,22.893000,0.107000,22.903000,22.984000,0.081000
17,fused_split,2,2,qnn_graph,fused_tail,cpu,5,1,23.000000,0.354000,23.251000,24.179000,0.928000
18,mlp_control,5,0,qnn_graph,mlp_control_full,cpu,4,3,25.000000,0.107000,25.006000,25.057000,0.051000
19,yolov8n_b,0,0,qnn_graph,yolov8n_backbone,hta,7,8,28.749000,13.909000,29.377000,42.295000,12.918000
20,mlp_control,6,0,qnn_graph,mlp_control_full,cpu,4,3,32.893000,0.107000,32.929000,33.108000,0.179000
21,fused_split,3,0,qnn_graph,fused_vision_conv,dsp,6,0,36.187000,0.459000,40.703000,41.516000,0.813000
22,fused_split,3,1,qnn_graph,fused_depth_conv,cpu,5,1,36.632000,0.014000,36.664000,36.789000,0.125000
23,fused_split,3,2,qnn_graph,fused_tail,cpu,5,1,36.646000,0.354000,41.868000,42.793000,0.925000
24,yolov8n_d,0,1,qnn_graph,yolov8n_head,dsp,6,9,36.646000,15.377000,41.862000,58.355000,16.493000
25,mlp_control,7,0,qnn_graph,mlp_control_full,cpu,4,3,37.000000,0.107000,42.836000,42.904000,0.068000
26,mlp_control,8,0,qnn_graph,mlp_control_full,cpu,4,3,40.000000,0.107000,42.927000,42.972000,0.045000
27,fused_split,4,0,qnn_graph,fused_vision_conv,hta,7,5,42.658000,0.931000,42.743000,43.348000,0.605000
28,fused_split,4,1,qnn_graph,fused_depth_conv,cpu,5,1,43.575000,0.014000,43.585000,43.664000,0.079000
29,fused_split,4,2,qnn_graph,fused_tail,cpu,5,1,43.589000,0.354000,43.744000,44.304000,0.560000
30,mlp_control,9,0,qnn_graph,mlp_control_full,cpu,4,3,45.000000,0.107000,45.008000,45.057000,0.049000
31,yolov8n_b,0,1,qnn_graph,yolov8n_head,cpu,5,10,45.107000,39.464000,45.176000,95.424000,50.248000
32,yolov8n_c,0,1,qnn_graph,yolov8n_head,dsp,6,4,52.023000,15.377000,58.610000,77.208000,18.598000
33,yolov8n_a,0,0,qnn_graph,yolov8n_backbone,hta,7,11,53.491000,13.909000,63.371000,77.674000,14.303000
34,yolov8n_a,0,1,qnn_graph,yolov8n_head,dsp,6,12,67.400000,15.377000,77.824000,94.382000,16.558000
