dispatch_id,module_name,vmfb_path,mlir_path,mean_time,mean_unit,mean_time_ns,returncode,log_path,source,op,shape,cycles
0,vint_par$dispatch_0_DSP_qnn_graph_ir_ops296,,,5.809000,ms,5809000.000000,0,,qnn-mean@2026-08-28,qnn_graph,ir_ops=296,5809
1,vint_par$dispatch_1_DSP_qnn_graph_ir_ops243,,,9.532000,ms,9532000.000000,0,,qnn-mean@2026-08-28,qnn_graph,ir_ops=243,9532
2,vint_par$dispatch_2_DSP_qnn_graph_ir_ops66,,,2846.800000,ms,2846800000.000000,0,,qnn-mean@2026-08-28,qnn_graph,ir_ops=66,2846800
