dispatch_id,module_name,vmfb_path,mlir_path,mean_time,mean_unit,mean_time_ns,returncode,log_path,source,op,shape,cycles,cycles_n,cycles_cv_pct,implementation
0,dronet$dispatch_0_rvv_x60_conv2d_s8_N1xIC3xIH112xIW112xOC32xOH56xOW56xKH3xKW3xSH2xSW2xPH1xPW1,,,1.292917,ms,1292916.666667,0,,k1,conv2d_s8,N=1;IC=3;IH=112;IW=112;OC=32;OH=56;OW=56;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,31030,6,19.64,curated[rvv]/rvv_vsmul_vnclip
1,dronet$dispatch_1_rvv_x60_maxpool2d_s8_N1xC32xIH56xIW56xOH27xOW27xKH3xKW3xSH2xSW2xPH0xPW0xDH1xDW1,,,0.710542,ms,710541.666667,0,,k1,maxpool2d_s8,N=1;C=32;IH=56;IW=56;OH=27;OW=27;KH=3;KW=3;SH=2;SW=2;PH=0;PW=0;DH=1;DW=1,17053,6,2.27,curated[rvv]/direct
2,dronet$dispatch_2_rvv_x60_batchnorm2d_s8_N1xC32xH27xW27,,,0.033292,ms,33291.666667,0,,k1,batchnorm2d_s8,N=1;C=32;H=27;W=27,799,6,3.19,curated[rvv]/direct
3,dronet$dispatch_3_rvv_x60_conv2d_batchnorm2d_s8_N1xIC32xIH27xIW27xOC32xOH14xOW14xKH3xKW3xSH2xSW2xPH1xPW1,,,0.917417,ms,917416.666667,0,,k1,conv2d_batchnorm2d_s8,N=1;IC=32;IH=27;IW=27;OC=32;OH=14;OW=14;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,22018,6,19.24,curated[rvv]/rvv_oc_blocked_bn_epilogue
4,dronet$dispatch_4_rvv_x60_conv2d_s8_N1xIC32xIH14xIW14xOC32xOH14xOW14xKH3xKW3xSH1xSW1xPH1xPW1,,,0.740833,ms,740833.333333,0,,k1,conv2d_s8,N=1;IC=32;IH=14;IW=14;OC=32;OH=14;OW=14;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,17780,6,3.17,curated[rvv]/rvv_vsmul_vnclip
5,dronet$dispatch_5_rvv_x60_conv2d_s8_N1xIC32xIH27xIW27xOC32xOH14xOW14xKH1xKW1xSH2xSW2xPH0xPW0,,,0.237792,ms,237791.666667,0,,k1,conv2d_s8,N=1;IC=32;IH=27;IW=27;OC=32;OH=14;OW=14;KH=1;KW=1;SH=2;SW=2;PH=0;PW=0,5707,6,1.58,curated[rvv]/rvv_vsmul_vnclip
6,dronet$dispatch_6_rvv_x60_add_s8_n6272,,,0.035083,ms,35083.333333,0,,k1,add_s8,n=6272,842,6,0.93,curated[rvv]/rvv_frm_rmm
7,dronet$dispatch_7_rvv_x60_batchnorm2d_s8_N1xC32xH14xW14,,,0.011250,ms,11250.000000,0,,k1,batchnorm2d_s8,N=1;C=32;H=14;W=14,270,6,3.14,curated[rvv]/direct
8,dronet$dispatch_8_rvv_x60_conv2d_batchnorm2d_s8_N1xIC32xIH14xIW14xOC64xOH7xOW7xKH3xKW3xSH2xSW2xPH1xPW1,,,0.277292,ms,277291.666667,0,,k1,conv2d_batchnorm2d_s8,N=1;IC=32;IH=14;IW=14;OC=64;OH=7;OW=7;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,6655,6,14.98,curated[rvv]/rvv_oc_blocked_bn_epilogue
9,dronet$dispatch_9_rvv_x60_conv2d_s8_N1xIC64xIH7xIW7xOC64xOH7xOW7xKH3xKW3xSH1xSW1xPH1xPW1,,,0.384208,ms,384208.333333,0,,k1,conv2d_s8,N=1;IC=64;IH=7;IW=7;OC=64;OH=7;OW=7;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,9221,6,21.15,curated[rvv]/rvv_vsmul_vnclip
10,dronet$dispatch_10_rvv_x60_conv2d_s8_N1xIC32xIH14xIW14xOC64xOH7xOW7xKH1xKW1xSH2xSW2xPH0xPW0,,,0.091250,ms,91250.000000,0,,k1,conv2d_s8,N=1;IC=32;IH=14;IW=14;OC=64;OH=7;OW=7;KH=1;KW=1;SH=2;SW=2;PH=0;PW=0,2190,6,5.25,curated[rvv]/rvv_vsmul_vnclip
11,dronet$dispatch_11_rvv_x60_add_s8_n3136,,,0.020583,ms,20583.333333,0,,k1,add_s8,n=3136,494,6,0.98,curated[rvv]/rvv_frm_rmm
12,dronet$dispatch_12_rvv_x60_batchnorm2d_s8_N1xC64xH7xW7,,,0.006375,ms,6375.000000,0,,k1,batchnorm2d_s8,N=1;C=64;H=7;W=7,153,6,4.0,curated[rvv]/direct
13,dronet$dispatch_13_rvv_x60_conv2d_batchnorm2d_s8_N1xIC64xIH7xIW7xOC128xOH4xOW4xKH3xKW3xSH2xSW2xPH1xPW1,,,0.196875,ms,196875.000000,0,,k1,conv2d_batchnorm2d_s8,N=1;IC=64;IH=7;IW=7;OC=128;OH=4;OW=4;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,4725,6,10.59,curated[rvv]/rvv_oc_blocked_bn_epilogue
14,dronet$dispatch_14_rvv_x60_conv2d_s8_N1xIC128xIH4xIW4xOC128xOH4xOW4xKH3xKW3xSH1xSW1xPH1xPW1,,,0.270500,ms,270500.000000,0,,k1,conv2d_s8,N=1;IC=128;IH=4;IW=4;OC=128;OH=4;OW=4;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,6492,6,0.33,curated[rvv]/rvv_vsmul_vnclip
