entry_id,network,instance,dispatch_id,op,name,core_kind,hart,worker_kind_idx,predicted_start_ms,predicted_duration_ms,actual_start_ms,actual_end_ms,actual_duration_ms
0,fused_split,0,0,qnn_graph,fused_vision_conv,hta,7,0,0.000000,0.931000,0.035000,0.814000,0.779000
1,mlp_control,0,0,qnn_graph,mlp_control_full,cpu,5,1,3.557756,0.107000,3.565000,3.606000,0.041000
2,fused_split,0,1,qnn_graph,fused_depth_conv,hta,7,0,8.129000,1.568000,8.132000,9.105000,0.973000
3,mlp_control,1,0,qnn_graph,mlp_control_full,cpu,5,1,9.534632,0.107000,9.553000,9.606000,0.053000
4,fused_split,0,2,qnn_graph,fused_tail,dsp,6,2,9.697000,4.303000,9.706000,13.340000,3.634000
5,mlp_control,2,0,qnn_graph,mlp_control_full,cpu,5,1,15.606486,0.107000,15.860000,15.916000,0.056000
6,fused_split,1,0,qnn_graph,fused_vision_conv,hta,7,0,18.000000,0.931000,18.603000,21.779000,3.176000
7,mlp_control,3,0,qnn_graph,mlp_control_full,cpu,5,1,21.893000,0.107000,21.907000,21.962000,0.055000
8,fused_split,1,1,qnn_graph,fused_depth_conv,hta,7,0,26.129000,1.568000,26.132000,29.262000,3.130000
9,mlp_control,4,0,qnn_graph,mlp_control_full,cpu,5,1,27.595752,0.107000,28.696000,28.777000,0.081000
10,fused_split,1,2,qnn_graph,fused_tail,dsp,6,2,27.697000,4.303000,29.447000,32.931000,3.484000
11,mlp_control,5,0,qnn_graph,mlp_control_full,cpu,5,1,33.600878,0.107000,33.607000,33.646000,0.039000
12,fused_split,2,0,qnn_graph,fused_vision_conv,hta,7,0,36.000000,0.931000,36.004000,37.262000,1.258000
13,mlp_control,6,0,qnn_graph,mlp_control_full,cpu,5,1,39.638414,0.107000,39.652000,39.708000,0.056000
14,fused_split,2,1,qnn_graph,fused_depth_conv,hta,7,0,42.236000,1.568000,42.238000,45.295000,3.057000
15,fused_split,2,2,qnn_graph,fused_tail,dsp,6,2,43.804000,4.303000,45.491000,49.023000,3.532000
16,mlp_control,7,0,qnn_graph,mlp_control_full,cpu,5,1,45.781116,0.107000,45.796000,45.850000,0.054000
17,mlp_control,8,0,qnn_graph,mlp_control_full,cpu,5,1,48.000000,0.107000,48.005000,48.046000,0.041000
