entry_id,network,instance,dispatch_id,op,name,core_kind,hart,worker_kind_idx,predicted_start_ms,predicted_duration_ms,actual_start_ms,actual_end_ms,actual_duration_ms
0,dronet,0,0,qnn_graph,dronet_full,hta,7,0,0.000000,2.030000,0.045000,1.293000,1.248000
1,mlp_control,0,0,qnn_graph,mlp_control_full,cpu,5,1,0.000000,0.107000,0.022000,0.104000,0.082000
2,yolov8n_d,0,0,qnn_graph,yolov8n_backbone,dsp,6,2,0.000000,13.267000,0.047000,12.681000,12.634000
3,dronet,1,0,qnn_graph,dronet_full,hta,7,0,5.000000,2.030000,5.001000,6.783000,1.782000
4,mlp_control,1,0,qnn_graph,mlp_control_full,cpu,5,1,5.000000,0.107000,5.007000,5.065000,0.058000
5,yolov8n_b,0,0,qnn_graph,yolov8n_backbone,hta,7,3,7.030000,13.909000,7.317000,21.308000,13.991000
6,mlp_control,2,0,qnn_graph,mlp_control_full,cpu,5,1,10.000000,0.107000,10.018000,10.078000,0.060000
7,dronet,2,0,qnn_graph,dronet_full,dsp,6,4,13.267000,0.645000,13.337000,14.675000,1.338000
8,dronet,3,0,qnn_graph,dronet_full,dsp,6,4,15.000000,0.645000,15.063000,15.899000,0.836000
9,mlp_control,3,0,qnn_graph,mlp_control_full,cpu,5,1,15.000000,0.107000,15.007000,15.091000,0.084000
10,yolov8n_d,0,1,qnn_graph,yolov8n_head,dsp,6,2,15.645000,15.377000,16.003000,33.582000,17.579000
11,mlp_control,4,0,qnn_graph,mlp_control_full,cpu,5,1,20.000000,0.107000,20.206000,20.265000,0.059000
12,dronet,4,0,qnn_graph,dronet_full,hta,7,0,20.939000,2.030000,21.418000,23.144000,1.726000
13,dronet,5,0,qnn_graph,dronet_full,hta,7,0,25.000000,2.030000,25.003000,26.806000,1.803000
14,mlp_control,5,0,qnn_graph,mlp_control_full,cpu,5,1,25.000000,0.107000,25.008000,25.063000,0.055000
15,mlp_control,6,0,qnn_graph,mlp_control_full,cpu,5,1,30.000000,0.107000,30.017000,30.061000,0.044000
16,dronet,6,0,qnn_graph,dronet_full,dsp,6,4,31.022000,0.645000,33.703000,34.585000,0.882000
17,yolov8n_a,0,0,qnn_graph,yolov8n_backbone,dsp,6,5,31.667000,13.267000,34.888000,47.687000,12.799000
18,dronet,7,0,qnn_graph,dronet_full,hta,7,0,35.000000,2.030000,35.087000,36.591000,1.504000
19,mlp_control,7,0,qnn_graph,mlp_control_full,cpu,5,1,35.000000,0.107000,35.006000,35.048000,0.042000
20,dronet,8,0,qnn_graph,dronet_full,hta,7,0,40.000000,2.030000,40.005000,41.595000,1.590000
21,mlp_control,8,0,qnn_graph,mlp_control_full,cpu,5,1,40.000000,0.107000,40.006000,40.244000,0.238000
22,yolov8n_a,0,1,qnn_graph,yolov8n_head,dsp,6,5,44.934000,15.377000,47.868000,74.906000,27.038000
23,mlp_control,9,0,qnn_graph,mlp_control_full,cpu,5,1,45.000000,0.107000,45.006000,45.228000,0.222000
24,dronet,9,0,qnn_graph,dronet_full,hta,7,0,45.000000,2.030000,45.004000,46.812000,1.808000
25,yolov8n_e,0,0,qnn_graph,yolov8n_backbone,hta,7,6,47.030000,13.909000,47.089000,70.712000,23.623000
26,yolov8n_b,0,1,qnn_graph,yolov8n_head,cpu,4,7,52.229000,39.464000,52.264000,109.311000,57.047000
27,yolov8n_c,0,0,qnn_graph,yolov8n_backbone,hta,7,8,60.939000,13.909000,70.954000,83.688000,12.734000
28,yolov8n_e,0,1,qnn_graph,yolov8n_head,dsp,6,9,60.939000,15.377000,75.852000,92.802000,16.950000
29,yolov8n_c,0,1,qnn_graph,yolov8n_head,dsp,6,10,76.316000,15.377000,93.529000,108.957000,15.428000
