entry_id,network,instance,dispatch_id,op,name,core_kind,hart,worker_kind_idx,predicted_start_ms,predicted_duration_ms,actual_start_ms,actual_end_ms,actual_duration_ms
0,fused_split,0,0,qnn_graph,fused_vision_conv,dsp,6,0,0.000000,0.459000,0.029000,1.609000,1.580000
1,fused_split,0,1,qnn_graph,fused_depth_conv,cpu,5,1,0.000000,0.014000,0.039000,0.220000,0.181000
2,yolov8n_d,0,0,qnn_graph,yolov8n_backbone,hta,7,2,0.000000,13.909000,0.020000,12.546000,12.526000
3,mlp_control,0,0,qnn_graph,mlp_control_full,cpu,4,3,0.014000,0.107000,0.041000,0.112000,0.071000
4,fused_split,0,2,qnn_graph,fused_tail,cpu,5,1,0.459000,0.354000,1.970000,6.084000,4.114000
5,mlp_control,1,0,qnn_graph,mlp_control_full,cpu,4,3,3.000000,0.107000,6.139000,6.240000,0.101000
6,yolov8n_b,0,0,qnn_graph,yolov8n_backbone,dsp,6,4,4.464000,13.267000,4.539000,17.806000,13.267000
7,mlp_control,2,0,qnn_graph,mlp_control_full,cpu,4,3,6.000000,0.107000,6.262000,6.316000,0.054000
8,mlp_control,3,0,qnn_graph,mlp_control_full,cpu,4,3,9.000000,0.107000,9.006000,9.052000,0.046000
9,mlp_control,4,0,qnn_graph,mlp_control_full,cpu,4,3,12.000000,0.107000,12.009000,12.084000,0.075000
10,mlp_control,5,0,qnn_graph,mlp_control_full,cpu,4,3,15.000000,0.107000,15.013000,15.054000,0.041000
11,fused_split,1,0,qnn_graph,fused_vision_conv,hta,7,5,15.000000,0.931000,15.066000,16.263000,1.197000
12,fused_split,1,1,qnn_graph,fused_depth_conv,hta,7,5,15.931000,1.568000,16.296000,17.008000,0.712000
13,yolov8n_a,0,0,qnn_graph,yolov8n_backbone,hta,7,6,17.499000,13.909000,17.561000,31.964000,14.403000
14,fused_split,1,2,qnn_graph,fused_tail,dsp,6,0,17.731000,4.303000,17.940000,21.217000,3.277000
15,mlp_control,6,0,qnn_graph,mlp_control_full,cpu,4,3,18.000000,0.107000,18.009000,18.054000,0.045000
16,mlp_control,7,0,qnn_graph,mlp_control_full,cpu,4,3,21.000000,0.107000,21.016000,21.120000,0.104000
17,yolov8n_d,0,1,qnn_graph,yolov8n_head,dsp,6,7,22.034000,15.377000,22.101000,52.386000,30.285000
18,mlp_control,8,0,qnn_graph,mlp_control_full,cpu,4,3,25.893000,0.107000,25.901000,25.967000,0.066000
19,mlp_control,9,0,qnn_graph,mlp_control_full,cpu,4,3,28.893000,0.107000,28.898000,28.939000,0.041000
20,mlp_control,10,0,qnn_graph,mlp_control_full,cpu,4,3,30.000000,0.107000,30.007000,30.051000,0.044000
21,fused_split,2,0,qnn_graph,fused_vision_conv,hta,7,5,31.408000,0.931000,32.825000,33.925000,1.100000
22,fused_split,2,1,qnn_graph,fused_depth_conv,cpu,5,1,32.325000,0.014000,32.345000,32.554000,0.209000
23,fused_split,2,2,qnn_graph,fused_tail,cpu,5,1,32.339000,0.354000,34.170000,34.894000,0.724000
24,mlp_control,11,0,qnn_graph,mlp_control_full,cpu,4,3,33.000000,0.107000,34.943000,35.014000,0.071000
25,yolov8n_b,0,1,qnn_graph,yolov8n_head,cpu,5,8,33.107000,39.464000,35.105000,84.338000,49.233000
26,mlp_control,12,0,qnn_graph,mlp_control_full,dsp,6,9,37.411000,0.589000,52.543000,53.196000,0.653000
27,mlp_control,13,0,qnn_graph,mlp_control_full,dsp,6,9,39.000000,0.589000,53.221000,53.565000,0.344000
28,mlp_control,14,0,qnn_graph,mlp_control_full,dsp,6,9,42.000000,0.589000,53.862000,54.324000,0.462000
29,yolov8n_a,0,1,qnn_graph,yolov8n_head,dsp,6,10,42.589000,15.377000,54.354000,73.052000,18.698000
30,yolov8n_c,0,0,qnn_graph,yolov8n_backbone,hta,7,11,44.057000,13.909000,44.128000,64.496000,20.368000
31,yolov8n_c,0,1,qnn_graph,yolov8n_head,dsp,6,12,57.966000,15.377000,73.188000,90.179000,16.991000
