dispatch_id,module_name,vmfb_path,mlir_path,mean_time,mean_unit,mean_time_ns,returncode,log_path,source,op,shape,cycles,cycles_n,cycles_cv_pct,implementation
0,yolov8_nano$dispatch_0_rvv_x60_conv2d_s8_N1xIC3xIH160xIW160xOC16xOH80xOW80xKH3xKW3xSH2xSW2xPH1xPW1,,,3.181625,ms,3181625.000000,0,,k1,conv2d_s8,N=1;IC=3;IH=160;IW=160;OC=16;OH=80;OW=80;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,76359,4,11.35,curated[rvv]/rvv_vsmul_vnclip
1,yolov8_nano$dispatch_1_rvv_x60_batchnorm2d_s8_N1xC16xH80xW80,,,0.178125,ms,178125.000000,0,,k1,batchnorm2d_s8,N=1;C=16;H=80;W=80,4275,4,8.72,curated[rvv]/direct
2,yolov8_nano$dispatch_2_rvv_x60_silu_s8_n102400,,,0.231625,ms,231625.000000,0,,k1,silu_s8,n=102400,5559,4,13.84,curated[rvv]/direct
3,yolov8_nano$dispatch_3_rvv_x60_conv2d_s8_N1xIC16xIH80xIW80xOC32xOH40xOW40xKH3xKW3xSH2xSW2xPH1xPW1,,,3.548083,ms,3548083.333333,0,,k1,conv2d_s8,N=1;IC=16;IH=80;IW=80;OC=32;OH=40;OW=40;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,85154,4,9.67,curated[rvv]/rvv_vsmul_vnclip
4,yolov8_nano$dispatch_4_rvv_x60_batchnorm2d_s8_N1xC32xH40xW40,,,0.084167,ms,84166.666667,0,,k1,batchnorm2d_s8,N=1;C=32;H=40;W=40,2020,4,8.47,curated[rvv]/direct
5,yolov8_nano$dispatch_5_rvv_x60_silu_s8_n51200,,,0.108458,ms,108458.333333,0,,k1,silu_s8,n=51200,2603,4,0.54,curated[rvv]/direct
6,yolov8_nano$dispatch_6_rvv_x60_conv2d_s8_N1xIC32xIH40xIW40xOC32xOH40xOW40xKH1xKW1xSH1xSW1xPH0xPW0,,,1.338292,ms,1338291.666667,0,,k1,conv2d_s8,N=1;IC=32;IH=40;IW=40;OC=32;OH=40;OW=40;KH=1;KW=1;SH=1;SW=1;PH=0;PW=0,32119,4,0.63,curated[rvv]/rvv_vsmul_vnclip
7,yolov8_nano$dispatch_7_rvv_x60_batchnorm2d_s8_N1xC32xH40xW40,,,0.083875,ms,83875.000000,0,,k1,batchnorm2d_s8,N=1;C=32;H=40;W=40,2013,4,5.45,curated[rvv]/direct
8,yolov8_nano$dispatch_8_rvv_x60_silu_s8_n51200,,,0.108042,ms,108041.666667,0,,k1,silu_s8,n=51200,2593,4,0.4,curated[rvv]/direct
10,yolov8_nano$dispatch_10_rvv_x60_conv2d_s8_N1xIC16xIH40xIW40xOC16xOH40xOW40xKH3xKW3xSH1xSW1xPH1xPW1,,,3.006250,ms,3006250.000000,0,,k1,conv2d_s8,N=1;IC=16;IH=40;IW=40;OC=16;OH=40;OW=40;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,72150,4,1.58,curated[rvv]/rvv_vsmul_vnclip
11,yolov8_nano$dispatch_11_rvv_x60_batchnorm2d_s8_N1xC16xH40xW40,,,0.052208,ms,52208.333333,0,,k1,batchnorm2d_s8,N=1;C=16;H=40;W=40,1253,4,4.43,curated[rvv]/direct
12,yolov8_nano$dispatch_12_rvv_x60_silu_s8_n25600,,,0.068125,ms,68125.000000,0,,k1,silu_s8,n=25600,1635,4,0.38,curated[rvv]/direct
13,yolov8_nano$dispatch_13_rvv_x60_conv2d_s8_N1xIC16xIH40xIW40xOC16xOH40xOW40xKH3xKW3xSH1xSW1xPH1xPW1,,,2.981750,ms,2981750.000000,0,,k1,conv2d_s8,N=1;IC=16;IH=40;IW=40;OC=16;OH=40;OW=40;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,71562,4,0.38,curated[rvv]/rvv_vsmul_vnclip
14,yolov8_nano$dispatch_14_rvv_x60_batchnorm2d_s8_N1xC16xH40xW40,,,0.051250,ms,51250.000000,0,,k1,batchnorm2d_s8,N=1;C=16;H=40;W=40,1230,4,3.25,curated[rvv]/direct
15,yolov8_nano$dispatch_15_rvv_x60_silu_s8_n25600,,,0.069833,ms,69833.333333,0,,k1,silu_s8,n=25600,1676,4,0.72,curated[rvv]/direct
16,yolov8_nano$dispatch_16_rvv_x60_add_s8_n25600,,,0.140167,ms,140166.666667,0,,k1,add_s8,n=25600,3364,4,0.19,curated[rvv]/rvv_frm_rmm
17,yolov8_nano$dispatch_17_rvv_x60_cat3_c1_s8_N1xH40xW40xC_inputs16|16|16xC_total48,,,0.142208,ms,142208.333333,0,,k1,cat3_c1_s8,N=1;H=40;W=40;C_inputs=16|16|16;C_total=48,3413,4,2.26,curated[rvv]/direct
18,yolov8_nano$dispatch_18_rvv_x60_conv2d_s8_N1xIC48xIH40xIW40xOC32xOH40xOW40xKH1xKW1xSH1xSW1xPH0xPW0,,,1.874375,ms,1874375.000000,0,,k1,conv2d_s8,N=1;IC=48;IH=40;IW=40;OC=32;OH=40;OW=40;KH=1;KW=1;SH=1;SW=1;PH=0;PW=0,44985,4,0.56,curated[rvv]/rvv_vsmul_vnclip
19,yolov8_nano$dispatch_19_rvv_x60_batchnorm2d_s8_N1xC32xH40xW40,,,0.082000,ms,82000.000000,0,,k1,batchnorm2d_s8,N=1;C=32;H=40;W=40,1968,4,1.28,curated[rvv]/direct
20,yolov8_nano$dispatch_20_rvv_x60_silu_s8_n51200,,,0.110167,ms,110166.666667,0,,k1,silu_s8,n=51200,2644,4,0.38,curated[rvv]/direct
21,yolov8_nano$dispatch_21_rvv_x60_conv2d_s8_N1xIC32xIH40xIW40xOC64xOH20xOW20xKH3xKW3xSH2xSW2xPH1xPW1,,,3.489208,ms,3489208.333333,0,,k1,conv2d_s8,N=1;IC=32;IH=40;IW=40;OC=64;OH=20;OW=20;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,83741,4,0.88,curated[rvv]/rvv_vsmul_vnclip
22,yolov8_nano$dispatch_22_rvv_x60_batchnorm2d_s8_N1xC64xH20xW20,,,0.046917,ms,46916.666667,0,,k1,batchnorm2d_s8,N=1;C=64;H=20;W=20,1126,4,8.31,curated[rvv]/direct
23,yolov8_nano$dispatch_23_rvv_x60_silu_s8_n25600,,,0.068208,ms,68208.333333,0,,k1,silu_s8,n=25600,1637,4,10.57,curated[rvv]/direct
24,yolov8_nano$dispatch_24_rvv_x60_conv2d_s8_N1xIC64xIH20xIW20xOC64xOH20xOW20xKH1xKW1xSH1xSW1xPH0xPW0,,,1.186083,ms,1186083.333333,0,,k1,conv2d_s8,N=1;IC=64;IH=20;IW=20;OC=64;OH=20;OW=20;KH=1;KW=1;SH=1;SW=1;PH=0;PW=0,28466,4,0.85,curated[rvv]/rvv_vsmul_vnclip
25,yolov8_nano$dispatch_25_rvv_x60_batchnorm2d_s8_N1xC64xH20xW20,,,0.056792,ms,56791.666667,0,,k1,batchnorm2d_s8,N=1;C=64;H=20;W=20,1363,4,8.14,curated[rvv]/direct
26,yolov8_nano$dispatch_26_rvv_x60_silu_s8_n25600,,,0.071208,ms,71208.333333,0,,k1,silu_s8,n=25600,1709,4,0.23,curated[rvv]/direct
28,yolov8_nano$dispatch_28_rvv_x60_conv2d_s8_N1xIC32xIH20xIW20xOC32xOH20xOW20xKH3xKW3xSH1xSW1xPH1xPW1,,,1.436500,ms,1436500.000000,0,,k1,conv2d_s8,N=1;IC=32;IH=20;IW=20;OC=32;OH=20;OW=20;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,34476,4,0.8,curated[rvv]/rvv_vsmul_vnclip
29,yolov8_nano$dispatch_29_rvv_x60_batchnorm2d_s8_N1xC32xH20xW20,,,0.026875,ms,26875.000000,0,,k1,batchnorm2d_s8,N=1;C=32;H=20;W=20,645,4,2.41,curated[rvv]/direct
30,yolov8_nano$dispatch_30_rvv_x60_silu_s8_n12800,,,0.047083,ms,47083.333333,0,,k1,silu_s8,n=12800,1130,4,0.24,curated[rvv]/direct
31,yolov8_nano$dispatch_31_rvv_x60_conv2d_s8_N1xIC32xIH20xIW20xOC32xOH20xOW20xKH3xKW3xSH1xSW1xPH1xPW1,,,1.439708,ms,1439708.333333,0,,k1,conv2d_s8,N=1;IC=32;IH=20;IW=20;OC=32;OH=20;OW=20;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,34553,4,0.58,curated[rvv]/rvv_vsmul_vnclip
32,yolov8_nano$dispatch_32_rvv_x60_batchnorm2d_s8_N1xC32xH20xW20,,,0.027542,ms,27541.666667,0,,k1,batchnorm2d_s8,N=1;C=32;H=20;W=20,661,4,14.14,curated[rvv]/direct
33,yolov8_nano$dispatch_33_rvv_x60_silu_s8_n12800,,,0.046917,ms,46916.666667,0,,k1,silu_s8,n=12800,1126,4,0.11,curated[rvv]/direct
34,yolov8_nano$dispatch_34_rvv_x60_add_s8_n12800,,,0.068625,ms,68625.000000,0,,k1,add_s8,n=12800,1647,4,0.66,curated[rvv]/rvv_frm_rmm
35,yolov8_nano$dispatch_35_rvv_x60_conv2d_s8_N1xIC32xIH20xIW20xOC32xOH20xOW20xKH3xKW3xSH1xSW1xPH1xPW1,,,1.432000,ms,1432000.000000,0,,k1,conv2d_s8,N=1;IC=32;IH=20;IW=20;OC=32;OH=20;OW=20;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,34368,4,1.11,curated[rvv]/rvv_vsmul_vnclip
36,yolov8_nano$dispatch_36_rvv_x60_batchnorm2d_s8_N1xC32xH20xW20,,,0.026000,ms,26000.000000,0,,k1,batchnorm2d_s8,N=1;C=32;H=20;W=20,624,4,16.43,curated[rvv]/direct
37,yolov8_nano$dispatch_37_rvv_x60_silu_s8_n12800,,,0.047167,ms,47166.666667,0,,k1,silu_s8,n=12800,1132,4,14.77,curated[rvv]/direct
38,yolov8_nano$dispatch_38_rvv_x60_conv2d_s8_N1xIC32xIH20xIW20xOC32xOH20xOW20xKH3xKW3xSH1xSW1xPH1xPW1,,,1.439917,ms,1439916.666667,0,,k1,conv2d_s8,N=1;IC=32;IH=20;IW=20;OC=32;OH=20;OW=20;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,34558,4,0.41,curated[rvv]/rvv_vsmul_vnclip
39,yolov8_nano$dispatch_39_rvv_x60_batchnorm2d_s8_N1xC32xH20xW20,,,0.023167,ms,23166.666667,0,,k1,batchnorm2d_s8,N=1;C=32;H=20;W=20,556,4,3.76,curated[rvv]/direct
40,yolov8_nano$dispatch_40_rvv_x60_silu_s8_n12800,,,0.045792,ms,45791.666667,0,,k1,silu_s8,n=12800,1099,4,0.38,curated[rvv]/direct
41,yolov8_nano$dispatch_41_rvv_x60_add_s8_n12800,,,0.068625,ms,68625.000000,0,,k1,add_s8,n=12800,1647,4,0.84,curated[rvv]/rvv_frm_rmm
42,yolov8_nano$dispatch_42_rvv_x60_cat4_c1_s8_N1xH20xW20xC_inputs32|32|32|32xC_total128,,,0.090417,ms,90416.666667,0,,k1,cat4_c1_s8,N=1;H=20;W=20;C_inputs=32|32|32|32;C_total=128,2170,4,5.64,curated[rvv]/direct
43,yolov8_nano$dispatch_43_rvv_x60_conv2d_s8_N1xIC128xIH20xIW20xOC64xOH20xOW20xKH1xKW1xSH1xSW1xPH0xPW0,,,2.327667,ms,2327666.666667,0,,k1,conv2d_s8,N=1;IC=128;IH=20;IW=20;OC=64;OH=20;OW=20;KH=1;KW=1;SH=1;SW=1;PH=0;PW=0,55864,4,0.6,curated[rvv]/rvv_vsmul_vnclip
44,yolov8_nano$dispatch_44_rvv_x60_batchnorm2d_s8_N1xC64xH20xW20,,,0.048667,ms,48666.666667,0,,k1,batchnorm2d_s8,N=1;C=64;H=20;W=20,1168,4,0.99,curated[rvv]/direct
45,yolov8_nano$dispatch_45_rvv_x60_silu_s8_n25600,,,0.068042,ms,68041.666667,0,,k1,silu_s8,n=25600,1633,4,0.31,curated[rvv]/direct
