dispatch_id,module_name,vmfb_path,mlir_path,mean_time,mean_unit,mean_time_ns,returncode,log_path,source,op,shape,cycles,cycles_n,cycles_cv_pct,implementation
0,fused_full$dispatch_0_rvv_x60_conv2d_s8_N1xIC1xIH60xIW90xOC16xOH30xOW45xKH5xKW5xSH2xSW2xPH2xPW2,,,0.512750,ms,512750.000000,0,,k1,conv2d_s8,N=1;IC=1;IH=60;IW=90;OC=16;OH=30;OW=45;KH=5;KW=5;SH=2;SW=2;PH=2;PW=2,12306,6,1.58,curated[rvv]/rvv_vsmul_vnclip
1,fused_full$dispatch_1_rvv_x60_conv2d_s8_N1xIC16xIH30xIW45xOC32xOH15xOW23xKH3xKW3xSH2xSW2xPH1xPW1,,,0.662500,ms,662500.000000,0,,k1,conv2d_s8,N=1;IC=16;IH=30;IW=45;OC=32;OH=15;OW=23;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,15900,6,2.98,curated[rvv]/rvv_vsmul_vnclip
2,fused_full$dispatch_2_rvv_x60_conv2d_s8_N1xIC32xIH15xIW23xOC64xOH8xOW12xKH3xKW3xSH2xSW2xPH1xPW1,,,0.743458,ms,743458.333333,0,,k1,conv2d_s8,N=1;IC=32;IH=15;IW=23;OC=64;OH=8;OW=12;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,17843,6,0.17,curated[rvv]/rvv_vsmul_vnclip
3,fused_full$dispatch_3_rvv_x60_conv2d_s8_N1xIC64xIH8xIW12xOC64xOH4xOW6xKH3xKW3xSH2xSW2xPH1xPW1,,,0.434958,ms,434958.333333,0,,k1,conv2d_s8,N=1;IC=64;IH=8;IW=12;OC=64;OH=4;OW=6;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,10439,6,4.42,curated[rvv]/rvv_vsmul_vnclip
4,fused_full$dispatch_4_rvv_x60_cast_i8_to_f16_n1536,,,0.001667,ms,1666.666667,0,,k1,cast_i8_to_f16,n=1536,40,6,10.72,curated[rvv]/direct
5,fused_full$dispatch_5_rvv_x60_linear_f16_M1xK1536xN512,,,0.329167,ms,329166.666667,0,,k1,linear_f16,M=1;K=1536;N=512,7900,6,9.96,curated[rvv]/narrow
6,fused_full$dispatch_6_rvv_x60_conv2d_s8_N1xIC4xIH8xIW8xOC16xOH8xOW8xKH3xKW3xSH1xSW1xPH1xPW1,,,0.035208,ms,35208.333333,0,,k1,conv2d_s8,N=1;IC=4;IH=8;IW=8;OC=16;OH=8;OW=8;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,845,6,1.2,curated[rvv]/rvv_vsmul_vnclip
7,fused_full$dispatch_7_rvv_x60_conv2d_s8_N1xIC16xIH8xIW8xOC16xOH8xOW8xKH3xKW3xSH1xSW1xPH1xPW1,,,0.112583,ms,112583.333333,0,,k1,conv2d_s8,N=1;IC=16;IH=8;IW=8;OC=16;OH=8;OW=8;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,2702,6,17.21,curated[rvv]/rvv_vsmul_vnclip
8,fused_full$dispatch_8_rvv_x60_cast_i8_to_f16_n1024,,,0.000917,ms,916.666667,0,,k1,cast_i8_to_f16,n=1024,22,6,18.05,curated[rvv]/direct
9,fused_full$dispatch_9_rvv_x60_linear_f16_M1xK1024xN64,,,0.027208,ms,27208.333333,0,,k1,linear_f16,M=1;K=1024;N=64,653,6,86.47,curated[rvv]/narrow
10,fused_full$dispatch_10_rvv_x60_cat3_c1_f16_N1xH1xW1xC_inputs512|64|21xC_total597,,,0.001833,ms,1833.333333,0,,k1,cat3_c1_f16,N=1;H=1;W=1;C_inputs=512|64|21;C_total=597,44,6,29.66,curated[rvv]/direct
11,fused_full$dispatch_11_rvv_x60_lstm_f16_input_size597xhidden_size128,,,0.301458,ms,301458.333333,0,,k1,lstm_f16,input_size=597;hidden_size=128,7235,6,5.96,curated[rvv]/rvv_gate_f16_dot
12,fused_full$dispatch_12_rvv_x60_lstm_f16_input_size128xhidden_size128,,,0.228875,ms,228875.000000,0,,k1,lstm_f16,input_size=128;hidden_size=128,5493,6,8.9,curated[rvv]/rvv_gate_f16_dot
13,fused_full$dispatch_13_rvv_x60_lstm_f16_input_size128xhidden_size128,,,0.228417,ms,228416.666667,0,,k1,lstm_f16,input_size=128;hidden_size=128,5482,6,0.57,curated[rvv]/rvv_gate_f16_dot
14,fused_full$dispatch_14_rvv_x60_linear_f16_M1xK128xN2,,,0.000875,ms,875.000000,0,,k1,linear_f16,M=1;K=128;N=2,21,6,50.93,curated[rvv]/narrow
