policy,candidate_id,seed,contention_level,freshness_window,delta,A0,deadline_and_stale_count,deadline_miss_count,deadline_success_rate,divergence,dronet_deadline_success_rate,dronet_deadline_success_rate_vs_ref,dronet_max_lateness_ms,dronet_max_lateness_ms_vs_ref,dronet_n_invocations,dronet_reference_window_ms,epoch_comparable,epoch_ms,fits_in_epoch,freshness_success_rate,makespan_ms,max_input_age,max_input_age_at_start,n_with_age,no_producer_count,no_producer_rate,output_valid_rate,p50_input_age,p50_input_age_at_start,p95_input_age,p95_input_age_at_start,p99_input_age,pipeline_fill_ms,soft_instances_admitted,soft_instances_completed,soft_instances_offered,soft_instances_released,solver_wall_s,stale_input_count,stale_input_rate,steady_no_producer_rate,steady_output_valid_rate,steady_stale_input_rate,steady_total_consumer_invocations,structurally_unservable_count,total_consumer_invocations,valid_count
static_nominal,static_nominal,0,0,65.546074,5.0,60.546074,0,0,1.0,0.4,1.0,1.0,-32.825316999999984,-32.825316999999984,6,50.0,True,300.0,True,0.6,290.5460739999999,40.54607400000002,40.0,18,12,0.4,0.6,30.546074000000004,30.0,40.546074000000004,40.0,40.54607400000002,17.973077999999997,0,0,0,0,0.0,0,0.0,0.35714285714285715,0.6428571428571429,0.0,28,2,30,18
static_nominal,static_nominal,0,0,70.546074,10.0,60.546074,0,0,1.0,0.4,1.0,1.0,-32.825316999999984,-32.825316999999984,6,50.0,True,300.0,True,0.6,290.5460739999999,40.54607400000002,40.0,18,12,0.4,0.6,30.546074000000004,30.0,40.546074000000004,40.0,40.54607400000002,17.973077999999997,0,0,0,0,0.0,0,0.0,0.35714285714285715,0.6428571428571429,0.0,28,2,30,18
static_nominal,static_nominal,0,0,80.546074,20.0,60.546074,0,0,1.0,0.4,1.0,1.0,-32.825316999999984,-32.825316999999984,6,50.0,True,300.0,True,0.6,290.5460739999999,40.54607400000002,40.0,18,12,0.4,0.6,30.546074000000004,30.0,40.546074000000004,40.0,40.54607400000002,17.973077999999997,0,0,0,0,0.0,0,0.0,0.35714285714285715,0.6428571428571429,0.0,28,2,30,18
static_nominal,static_nominal,0,0,90.546074,30.0,60.546074,0,0,1.0,0.4,1.0,1.0,-32.825316999999984,-32.825316999999984,6,50.0,True,300.0,True,0.6,290.5460739999999,40.54607400000002,40.0,18,12,0.4,0.6,30.546074000000004,30.0,40.546074000000004,40.0,40.54607400000002,17.973077999999997,0,0,0,0,0.0,0,0.0,0.35714285714285715,0.6428571428571429,0.0,28,2,30,18
static_nominal,static_nominal,0,0,110.546074,50.0,60.546074,0,0,1.0,0.4,1.0,1.0,-32.825316999999984,-32.825316999999984,6,50.0,True,300.0,True,0.6,290.5460739999999,40.54607400000002,40.0,18,12,0.4,0.6,30.546074000000004,30.0,40.546074000000004,40.0,40.54607400000002,17.973077999999997,0,0,0,0,0.0,0,0.0,0.35714285714285715,0.6428571428571429,0.0,28,2,30,18
static_nominal,static_nominal,0,1,65.546074,5.0,60.546074,0,0,1.0,0.6333333333333333,0.6666666666666666,0.6666666666666666,37.174683000000016,37.174683000000016,6,50.0,True,300.0,True,0.36666666666666664,290.5460739999999,40.546074000000004,40.0,11,19,0.6333333333333333,0.36666666666666664,30.546074000000004,30.0,40.546074000000004,40.0,40.546074000000004,17.973077999999997,1,1,1,1,0.0,0,0.0,0.6071428571428571,0.39285714285714285,0.0,28,2,30,11
static_nominal,static_nominal,0,1,70.546074,10.0,60.546074,0,0,1.0,0.6333333333333333,0.6666666666666666,0.6666666666666666,37.174683000000016,37.174683000000016,6,50.0,True,300.0,True,0.36666666666666664,290.5460739999999,40.546074000000004,40.0,11,19,0.6333333333333333,0.36666666666666664,30.546074000000004,30.0,40.546074000000004,40.0,40.546074000000004,17.973077999999997,1,1,1,1,0.0,0,0.0,0.6071428571428571,0.39285714285714285,0.0,28,2,30,11
static_nominal,static_nominal,0,1,80.546074,20.0,60.546074,0,0,1.0,0.6333333333333333,0.6666666666666666,0.6666666666666666,37.174683000000016,37.174683000000016,6,50.0,True,300.0,True,0.36666666666666664,290.5460739999999,40.546074000000004,40.0,11,19,0.6333333333333333,0.36666666666666664,30.546074000000004,30.0,40.546074000000004,40.0,40.546074000000004,17.973077999999997,1,1,1,1,0.0,0,0.0,0.6071428571428571,0.39285714285714285,0.0,28,2,30,11
static_nominal,static_nominal,0,1,90.546074,30.0,60.546074,0,0,1.0,0.6333333333333333,0.6666666666666666,0.6666666666666666,37.174683000000016,37.174683000000016,6,50.0,True,300.0,True,0.36666666666666664,290.5460739999999,40.546074000000004,40.0,11,19,0.6333333333333333,0.36666666666666664,30.546074000000004,30.0,40.546074000000004,40.0,40.546074000000004,17.973077999999997,1,1,1,1,0.0,0,0.0,0.6071428571428571,0.39285714285714285,0.0,28,2,30,11
static_nominal,static_nominal,0,1,110.546074,50.0,60.546074,0,0,1.0,0.6333333333333333,0.6666666666666666,0.6666666666666666,37.174683000000016,37.174683000000016,6,50.0,True,300.0,True,0.36666666666666664,290.5460739999999,40.546074000000004,40.0,11,19,0.6333333333333333,0.36666666666666664,30.546074000000004,30.0,40.546074000000004,40.0,40.546074000000004,17.973077999999997,1,1,1,1,0.0,0,0.0,0.6071428571428571,0.39285714285714285,0.0,28,2,30,11
