entry_id,network,instance,dispatch_id,op,name,core_kind,hart,worker_kind_idx,predicted_start_ms,predicted_duration_ms,actual_start_ms,actual_end_ms,actual_duration_ms
0,dronet_a,0,0,qnn_graph,dronet_full,dsp,6,0,0.000000,0.645000,0.019000,1.877000,1.858000
1,mlp_control,0,0,qnn_graph,mlp_control_full,cpu,5,1,0.000000,0.107000,0.049000,0.122000,0.073000
2,yolov8n_c,0,0,qnn_graph,yolov8n_backbone,hta,7,2,0.000000,13.909000,0.018000,14.552000,14.534000
3,dronet_b,0,0,qnn_graph,dronet_full,dsp,6,3,6.000000,0.645000,6.072000,7.034000,0.962000
4,yolov8n_a,0,0,qnn_graph,yolov8n_backbone,dsp,6,4,6.733000,13.267000,7.369000,20.747000,13.378000
5,mlp_control,1,0,qnn_graph,mlp_control_full,cpu,5,1,7.000000,0.107000,7.012000,7.081000,0.069000
6,dronet_a,1,0,qnn_graph,dronet_full,hta,7,5,14.000000,2.030000,14.759000,16.635000,1.876000
7,mlp_control,2,0,qnn_graph,mlp_control_full,cpu,5,1,14.000000,0.107000,14.015000,14.097000,0.082000
8,yolov8n_b,0,0,qnn_graph,yolov8n_backbone,hta,7,6,16.030000,13.909000,16.657000,42.928000,26.271000
9,dronet_b,1,0,qnn_graph,dronet_full,dsp,6,3,20.000000,0.645000,21.093000,22.476000,1.383000
10,yolov8n_a,0,1,qnn_graph,yolov8n_head,dsp,6,4,20.645000,15.377000,22.625000,42.220000,19.595000
11,mlp_control,3,0,qnn_graph,mlp_control_full,cpu,5,1,21.000000,0.107000,21.046000,21.223000,0.177000
12,mlp_control,4,0,qnn_graph,mlp_control_full,cpu,5,1,28.000000,0.107000,28.014000,28.090000,0.076000
13,yolov8n_c,0,1,qnn_graph,yolov8n_head,cpu,4,7,28.107000,39.464000,28.120000,78.358000,50.238000
14,dronet_a,2,0,qnn_graph,dronet_full,hta,7,5,29.939000,2.030000,43.403000,45.042000,1.639000
15,dronet_b,2,0,qnn_graph,dronet_full,hta,7,8,34.000000,2.030000,45.127000,46.454000,1.327000
16,mlp_control,5,0,qnn_graph,mlp_control_full,dsp,6,9,36.022000,0.589000,46.117000,47.195000,1.078000
17,yolov8n_d,0,0,qnn_graph,yolov8n_backbone,hta,7,10,36.030000,13.909000,46.505000,60.084000,13.579000
18,yolov8n_b,0,1,qnn_graph,yolov8n_head,dsp,6,11,36.611000,15.377000,47.261000,66.086000,18.825000
19,yolov8n_d,0,1,qnn_graph,yolov8n_head,dsp,6,12,52.194000,15.377000,66.261000,82.978000,16.717000
