strategy,trajectory,epoch,offered_burst,candidate_id,output_valid_rate,valid_count,total_consumer_invocations,freshness_success_rate,deadline_success_rate,max_input_age,soft_completed,soft_offered,makespan_ms,switched,selector_reason
static_cand_c2_defer12_admit2,sustained,7,4,cand_c2_defer12_admit2,0.8666666666666667,26,30,0.8666666666666667,1.0,90.54607400000002,2,4,290.5460739999999,False,
static_cand_c2_defer12_admit2,sustained,8,4,cand_c2_defer12_admit2,0.8666666666666667,26,30,0.8666666666666667,1.0,90.54607400000002,2,4,290.5460739999999,False,
static_cand_c2_defer12_admit2,sustained,9,4,cand_c2_defer12_admit2,0.8666666666666667,26,30,0.8666666666666667,1.0,90.54607400000002,2,4,290.5460739999999,False,
static_cand_c2_defer12_admit1,sustained,0,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,
static_cand_c2_defer12_admit1,sustained,1,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,
static_cand_c2_defer12_admit1,sustained,2,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,
static_cand_c2_defer12_admit1,sustained,3,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,
static_cand_c2_defer12_admit1,sustained,4,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,
static_cand_c2_defer12_admit1,sustained,5,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,
static_cand_c2_defer12_admit1,sustained,6,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,
static_cand_c2_defer12_admit1,sustained,7,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,
static_cand_c2_defer12_admit1,sustained,8,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,
static_cand_c2_defer12_admit1,sustained,9,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,
adaptive,sustained,0,4,cand_c1_defer12,0.16129032258064516,10,62,0.16129032258064516,1.0,410.54607399999986,3,4,805.932380999998,False,bootstrap_no_observation
adaptive,sustained,1,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,True,escalated
adaptive,sustained,2,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,held_at_max_protection
adaptive,sustained,3,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,held_at_max_protection
adaptive,sustained,4,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,held_at_max_protection
adaptive,sustained,5,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,held_at_max_protection
adaptive,sustained,6,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,held_at_max_protection
adaptive,sustained,7,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,held_at_max_protection
adaptive,sustained,8,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,held_at_max_protection
adaptive,sustained,9,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,held_at_max_protection
oracle_contention_aware,sustained,0,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,oracle_full_knowledge
oracle_contention_aware,sustained,1,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,oracle_full_knowledge
oracle_contention_aware,sustained,2,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,oracle_full_knowledge
oracle_contention_aware,sustained,3,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,oracle_full_knowledge
oracle_contention_aware,sustained,4,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,oracle_full_knowledge
oracle_contention_aware,sustained,5,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,oracle_full_knowledge
oracle_contention_aware,sustained,6,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,oracle_full_knowledge
oracle_contention_aware,sustained,7,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,oracle_full_knowledge
oracle_contention_aware,sustained,8,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,oracle_full_knowledge
oracle_contention_aware,sustained,9,4,cand_c2_defer12_admit1,0.9,27,30,0.9,1.0,90.54607400000002,1,4,290.5460739999999,False,oracle_full_knowledge
static_static_nominal,ramp,0,0,static_nominal,0.9333333333333333,28,30,0.9333333333333333,1.0,60.54607400000002,0,0,290.5460739999999,False,
static_static_nominal,ramp,1,1,static_nominal,0.6333333333333333,19,30,0.6333333333333333,1.0,100.54607400000002,1,1,290.5460739999999,False,
static_static_nominal,ramp,2,2,static_nominal,0.4,12,30,0.4,1.0,130.546074,2,2,290.5460739999999,False,
static_static_nominal,ramp,3,3,static_nominal,0.21951219512195122,9,41,0.21951219512195122,1.0,130.546074,3,3,483.2069959999998,False,
static_static_nominal,ramp,4,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,ramp,5,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,ramp,6,3,static_nominal,0.21951219512195122,9,41,0.21951219512195122,1.0,130.546074,3,3,483.2069959999998,False,
static_static_nominal,ramp,7,2,static_nominal,0.4,12,30,0.4,1.0,130.546074,2,2,290.5460739999999,False,
static_static_nominal,ramp,8,1,static_nominal,0.6333333333333333,19,30,0.6333333333333333,1.0,100.54607400000002,1,1,290.5460739999999,False,
static_static_nominal,ramp,9,0,static_nominal,0.9333333333333333,28,30,0.9333333333333333,1.0,60.54607400000002,0,0,290.5460739999999,False,
static_static_nominal,step,0,0,static_nominal,0.9333333333333333,28,30,0.9333333333333333,1.0,60.54607400000002,0,0,290.5460739999999,False,
static_static_nominal,step,1,0,static_nominal,0.9333333333333333,28,30,0.9333333333333333,1.0,60.54607400000002,0,0,290.5460739999999,False,
static_static_nominal,step,2,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,step,3,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,step,4,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,step,5,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,step,6,0,static_nominal,0.9333333333333333,28,30,0.9333333333333333,1.0,60.54607400000002,0,0,290.5460739999999,False,
static_static_nominal,step,7,0,static_nominal,0.9333333333333333,28,30,0.9333333333333333,1.0,60.54607400000002,0,0,290.5460739999999,False,
static_static_nominal,step,8,0,static_nominal,0.9333333333333333,28,30,0.9333333333333333,1.0,60.54607400000002,0,0,290.5460739999999,False,
static_static_nominal,step,9,0,static_nominal,0.9333333333333333,28,30,0.9333333333333333,1.0,60.54607400000002,0,0,290.5460739999999,False,
static_static_nominal,oscillate,0,0,static_nominal,0.9333333333333333,28,30,0.9333333333333333,1.0,60.54607400000002,0,0,290.5460739999999,False,
static_static_nominal,oscillate,1,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,oscillate,2,0,static_nominal,0.9333333333333333,28,30,0.9333333333333333,1.0,60.54607400000002,0,0,290.5460739999999,False,
static_static_nominal,oscillate,3,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,oscillate,4,0,static_nominal,0.9333333333333333,28,30,0.9333333333333333,1.0,60.54607400000002,0,0,290.5460739999999,False,
static_static_nominal,oscillate,5,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,oscillate,6,0,static_nominal,0.9333333333333333,28,30,0.9333333333333333,1.0,60.54607400000002,0,0,290.5460739999999,False,
static_static_nominal,oscillate,7,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,oscillate,8,0,static_nominal,0.9333333333333333,28,30,0.9333333333333333,1.0,60.54607400000002,0,0,290.5460739999999,False,
static_static_nominal,oscillate,9,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,sustained,0,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,sustained,1,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,sustained,2,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,sustained,3,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,sustained,4,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,sustained,5,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,sustained,6,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,sustained,7,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,sustained,8,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
static_static_nominal,sustained,9,4,static_nominal,0.0,0,64,0.0,1.0,500.54607399999986,4,4,815.1923419999976,False,
