entry_id,network,instance,dispatch_id,op,name,core_kind,hart,worker_kind_idx,predicted_start_ms,predicted_duration_ms,actual_start_ms,actual_end_ms,actual_duration_ms
0,dronet,0,0,conv2d_s8,conv_modules.0,gemmini,0,0,0.000000,1.883290,0.017000,1.840000,1.823000
1,dronet,0,1,maxpool2d_s8,maxpool1,rvv,1,1,1.883290,0.759159,1.847000,2.621000,0.774000
2,dronet,0,2,batchnorm2d_s8,bn_modules.0,rvv,1,1,2.642449,1.877673,2.630000,4.522000,1.892000
3,dronet,0,8,conv2d_s8,conv_modules.3,gemmini,0,0,2.642449,0.208815,2.628000,2.861000,0.233000
4,dronet,0,3,relu_s8,relu_modules.0,rvv,1,1,4.520122,0.004869,4.524000,4.530000,0.006000
5,dronet,0,4,conv2d_s8,conv_modules.1,gemmini,0,0,4.524991,0.289076,4.535000,4.849000,0.314000
6,dronet,0,5,batchnorm2d_s8,bn_modules.1,rvv,1,1,4.814067,0.514996,4.854000,5.373000,0.519000
7,dronet,0,6,relu_s8,relu_modules.1,rvv,1,1,5.329063,0.001252,5.374000,5.376000,0.002000
8,dronet,0,7,conv2d_s8,conv_modules.2,gemmini,0,0,5.330315,0.176299,5.381000,5.566000,0.185000
9,dronet,0,9,add_s8,add,rvv,1,1,5.506614,0.510602,5.572000,6.088000,0.516000
10,dronet,0,10,batchnorm2d_s8,bn_modules.2,rvv,1,1,6.017216,0.516146,6.095000,6.612000,0.517000
11,dronet,0,16,conv2d_s8,conv_modules.6,gemmini,0,0,6.017216,0.086652,6.093000,6.187000,0.094000
12,dronet,0,11,relu_s8,relu_modules.2,rvv,1,1,6.533362,0.001374,6.613000,6.615000,0.002000
13,dronet,0,12,conv2d_s8,conv_modules.4,gemmini,0,0,6.534736,0.237070,6.619000,6.878000,0.259000
14,dronet,0,13,batchnorm2d_s8,bn_modules.3,gemmini,0,0,6.771806,0.261920,6.879000,7.140000,0.261000
15,dronet,0,14,relu_s8,relu_modules.3,rvv,1,1,7.033726,0.000680,7.144000,7.146000,0.002000
16,dronet,0,15,conv2d_s8,conv_modules.5,gemmini,0,0,7.034406,0.630382,7.150000,7.842000,0.692000
17,dronet,0,17,add_s8,add_1,gemmini,0,0,7.664788,0.255601,7.843000,8.098000,0.255000
