seg_id,ctx_seg_id,network,instance,kind,backend_label,actual_backend,n_ops,predicted_start_ms,predicted_duration_ms,kind_idx,dep_wait_done_ms,gate_done_ms,actual_start_ms,actual_end_ms
0,0,smolvlm_vision_v3_bundles,0,CPU_X,dsp_seg_00,CPU,1,0.000000,68.492100,0,0.445073,0.445281,0.449656,81.803545
1,0,smolvlm_vision_v3_bundles,0,CPU_X,cpu_seg_00,CPU,1,68.492100,36.071300,0,81.822346,81.822450,81.825835,124.191409
2,0,smolvlm_vision_v3_bundles,0,CPU_E,dsp_seg_01_tramp_p0,DSP,1,104.563400,1.679000,1,124.534770,124.534874,124.567789,127.288168
3,0,smolvlm_vision_v3_bundles,0,CPU_P,dsp_seg_01_conv1,HTA,1,106.242400,3.100520,2,127.550493,127.550597,127.569762,131.983979
4,0,smolvlm_vision_v3_bundles,0,CPU_E,dsp_seg_01_tramp_p1,DSP,1,109.342920,6.484590,1,132.229326,132.229482,132.240367,138.460757
5,0,smolvlm_vision_v3_bundles,0,CPU_P,dsp_seg_01_conv2,HTA,1,115.827510,9.298430,2,138.678814,138.678918,138.685480,148.590139
6,0,smolvlm_vision_v3_bundles,0,CPU_E,dsp_seg_01_tramp_p2,DSP,1,125.125940,20.403400,1,148.841059,148.841163,148.851787,168.434662
7,0,smolvlm_vision_v3_bundles,0,CPU_X,cpu_seg_01,CPU,1,145.529340,9.168930,0,168.767034,168.767139,168.771722,177.948515
8,0,smolvlm_vision_v3_bundles,0,CPU_X,dsp_seg_02,CPU,1,154.698270,115.520050,0,177.967160,177.967264,177.971274,291.329185
9,0,smolvlm_vision_v3_bundles,0,CPU_X,cpu_seg_02,CPU,1,270.218320,36.099180,0,291.349392,291.349496,291.352725,326.909305
10,0,smolvlm_vision_v3_bundles,0,CPU_E,dsp_seg_03_tramp_p0,DSP,1,306.317500,1.677770,1,327.186108,327.186265,327.194076,329.114565
11,0,smolvlm_vision_v3_bundles,0,CPU_P,dsp_seg_03_conv1,HTA,1,307.995270,3.270290,2,329.307728,329.307832,329.314030,332.383446
12,0,smolvlm_vision_v3_bundles,0,CPU_E,dsp_seg_03_tramp_p1,DSP,1,311.265560,7.063530,1,332.563590,332.563694,332.569423,339.476118
13,0,smolvlm_vision_v3_bundles,0,CPU_P,dsp_seg_03_conv2,HTA,1,318.329090,9.457150,2,339.667354,339.667510,339.673447,348.879041
14,0,smolvlm_vision_v3_bundles,0,CPU_E,dsp_seg_03_tramp_p2,DSP,1,327.786240,21.154210,1,348.913310,348.913414,348.917841,368.486186
