point,rep,entry,network,tile,lane,exec_ms,hin_ms,hout_ms,hin_bytes,hout_bytes,hin_hits,hin_tensors,hout_tensors,n_ir_ops
baseline_seed0,rep2,7,mlp_control,mlp_control_full,cpu,0.09800000000000075,0.000625,0.000885,0,16,0,1,1,7
baseline_seed0,rep2,8,yolov8n_b,yolov8n_backbone,hta,12.886,0.000573,0.081516,0,716800,0,1,3,103
baseline_seed0,rep2,9,dronet_b,dronet_full,dsp,1.0569999999999986,0.001718,0.001459,0,2,0,1,2,24
baseline_seed0,rep2,10,yolov8n_a,yolov8n_head,dsp,20.538999999999998,0.074537,0.09907,716800,705600,3,3,1,146
baseline_seed0,rep2,11,mlp_control,mlp_control_full,cpu,0.09600000000000009,0.001041,0.000833,0,16,0,1,1,7
baseline_seed0,rep2,12,mlp_control,mlp_control_full,cpu,0.0730000000000004,0.000833,0.000782,0,16,0,1,1,7
baseline_seed0,rep2,13,yolov8n_c,yolov8n_head,cpu,54.43700000000001,0.002812,0.113029,0,705600,0,3,1,146
baseline_seed0,rep2,14,dronet_a,dronet_full,hta,5.837000000000003,0.002032,0.002604,0,2,0,1,2,24
baseline_seed0,rep2,15,dronet_b,dronet_full,hta,1.4499999999999957,0.000781,0.00349,0,2,0,1,2,24
baseline_seed0,rep2,16,mlp_control,mlp_control_full,dsp,0.7070000000000007,0.001771,0.002187,0,4,0,1,1,7
baseline_seed0,rep2,17,yolov8n_d,yolov8n_backbone,hta,15.37100000000001,0.002032,0.35789,0,716800,0,1,3,103
baseline_seed0,rep2,18,yolov8n_b,yolov8n_head,dsp,18.549999999999997,0.002188,0.110893,0,705600,0,3,1,146
baseline_seed0,rep2,19,yolov8n_d,yolov8n_head,dsp,17.715999999999994,0.002344,0.391487,0,705600,0,3,1,146
baseline_seed0,rep3,0,dronet_a,dronet_full,dsp,1.8170000000000002,0.000573,0.00198,0,2,0,1,2,24
baseline_seed0,rep3,1,mlp_control,mlp_control_full,cpu,0.08099999999999999,0.000834,0.001563,0,16,0,1,1,7
baseline_seed0,rep3,2,yolov8n_c,yolov8n_backbone,hta,13.497,0.000886,0.092922,0,716800,0,1,3,103
baseline_seed0,rep3,3,dronet_b,dronet_full,dsp,0.9509999999999996,0.000521,0.002135,0,2,0,1,2,24
baseline_seed0,rep3,4,yolov8n_a,yolov8n_backbone,dsp,13.309999999999999,0.001146,0.1498,0,716800,0,1,3,103
baseline_seed0,rep3,5,mlp_control,mlp_control_full,cpu,0.08900000000000041,0.000937,0.000938,0,16,0,1,1,7
baseline_seed0,rep3,6,dronet_a,dronet_full,hta,1.815999999999999,0.000729,0.001406,0,2,0,1,2,24
baseline_seed0,rep3,7,mlp_control,mlp_control_full,cpu,0.0810000000000013,0.00073,0.001042,0,16,0,1,1,7
baseline_seed0,rep3,8,yolov8n_b,yolov8n_backbone,hta,13.263000000000002,0.000573,16.323759,0,716800,0,1,3,103
baseline_seed0,rep3,9,dronet_b,dronet_full,dsp,1.2280000000000015,0.000937,0.001719,0,2,0,1,2,24
baseline_seed0,rep3,10,yolov8n_a,yolov8n_head,dsp,22.923,0.08438,0.10037,716800,705600,3,3,1,146
baseline_seed0,rep3,11,mlp_control,mlp_control_full,cpu,0.1390000000000029,0.002084,0.038596,0,16,0,1,1,7
baseline_seed0,rep3,12,mlp_control,mlp_control_full,cpu,0.09099999999999753,0.001042,0.00125,0,16,0,1,1,7
baseline_seed0,rep3,13,yolov8n_c,yolov8n_head,cpu,52.21300000000001,0.002292,0.087818,0,705600,0,3,1,146
baseline_seed0,rep3,14,dronet_a,dronet_full,hta,1.5900000000000034,0.00125,0.001928,0,2,0,1,2,24
baseline_seed0,rep3,15,dronet_b,dronet_full,hta,1.4600000000000009,0.001146,0.002709,0,2,0,1,2,24
baseline_seed0,rep3,16,mlp_control,mlp_control_full,dsp,0.7029999999999959,0.002292,0.002188,0,4,0,1,1,7
baseline_seed0,rep3,17,yolov8n_d,yolov8n_backbone,hta,13.647000000000006,0.00099,0.379241,0,716800,0,1,3,103
baseline_seed0,rep3,18,yolov8n_b,yolov8n_head,dsp,18.595999999999997,0.0025,0.337155,0,705600,0,3,1,146
baseline_seed0,rep3,19,yolov8n_d,yolov8n_head,dsp,16.736000000000004,0.002084,0.389032,0,705600,0,3,1,146
baseline_seed3,rep1,0,dronet_a,dronet_full,dsp,1.0210000000000001,0.000677,0.001459,0,2,0,1,2,24
baseline_seed3,rep1,1,mlp_control,mlp_control_full,cpu,0.06000000000000005,0.000469,0.000729,0,16,0,1,1,7
baseline_seed3,rep1,2,yolov8n_b,yolov8n_backbone,dsp,14.282,0.00073,0.439031,0,716800,0,1,3,103
baseline_seed3,rep1,3,dronet_b,dronet_full,hta,1.452,0.001042,0.000833,0,2,0,1,2,24
baseline_seed3,rep1,4,yolov8n_a,yolov8n_backbone,hta,15.498,0.000625,0.095942,0,716800,0,1,3,103
baseline_seed3,rep1,5,mlp_control,mlp_control_full,cpu,0.06299999999999883,0.000833,0.001146,0,16,0,1,1,7
baseline_seed3,rep1,6,mlp_control,mlp_control_full,cpu,0.1120000000000001,0.000937,0.001042,0,16,0,1,1,7
baseline_seed3,rep1,7,dronet_a,dronet_full,dsp,2.2779999999999987,0.000781,0.001563,0,2,0,1,2,24
baseline_seed3,rep1,8,dronet_b,dronet_full,dsp,2.235999999999997,0.000886,0.001614,0,2,0,1,2,24
baseline_seed3,rep1,9,yolov8n_b,yolov8n_head,dsp,17.425,0.0799,0.384185,716800,705600,3,3,1,146
baseline_seed3,rep1,10,mlp_control,mlp_control_full,cpu,0.08500000000000085,0.001407,0.000677,0,16,0,1,1,7
baseline_seed3,rep1,11,mlp_control,mlp_control_full,cpu,0.06400000000000006,0.00125,0.000625,0,16,0,1,1,7
baseline_seed3,rep1,12,dronet_a,dronet_full,hta,1.6600000000000001,0.00099,0.001614,0,2,0,1,2,24
baseline_seed3,rep1,13,mlp_control,mlp_control_full,cpu,0.0470000000000006,0.000521,0.000625,0,16,0,1,1,7
baseline_seed3,rep1,14,dronet_b,dronet_full,hta,3.913999999999998,0.000261,0.001979,0,2,0,1,2,24
baseline_seed3,rep1,15,yolov8n_a,yolov8n_head,dsp,16.599000000000004,0.002084,0.382727,0,705600,0,3,1,146
baseline_seed3,rep2,0,dronet_a,dronet_full,dsp,0.9919999999999999,0.000677,0.001146,0,2,0,1,2,24
baseline_seed3,rep2,1,mlp_control,mlp_control_full,cpu,0.06199999999999983,0.000573,0.001042,0,16,0,1,1,7
baseline_seed3,rep2,2,yolov8n_b,yolov8n_backbone,dsp,14.184999999999999,0.000729,0.429757,0,716800,0,1,3,103
baseline_seed3,rep2,3,dronet_b,dronet_full,hta,1.5580000000000007,0.000938,0.001146,0,2,0,1,2,24
baseline_seed3,rep2,4,yolov8n_a,yolov8n_backbone,hta,14.530000000000001,0.000573,0.075733,0,716800,0,1,3,103
baseline_seed3,rep2,5,mlp_control,mlp_control_full,cpu,0.125,0.00099,0.00125,0,16,0,1,1,7
baseline_seed3,rep2,6,mlp_control,mlp_control_full,cpu,0.08800000000000097,0.000365,0.000677,0,16,0,1,1,7
baseline_seed3,rep2,7,dronet_a,dronet_full,dsp,2.246000000000002,0.000729,0.001563,0,2,0,1,2,24
baseline_seed3,rep2,8,dronet_b,dronet_full,dsp,0.8089999999999975,0.000417,0.001511,0,2,0,1,2,24
baseline_seed3,rep2,9,yolov8n_b,yolov8n_head,dsp,16.810000000000002,0.065784,0.356941,716800,705600,3,3,1,146
baseline_seed3,rep2,10,mlp_control,mlp_control_full,cpu,0.06700000000000017,0.000573,0.000782,0,16,0,1,1,7
baseline_seed3,rep2,11,mlp_control,mlp_control_full,cpu,0.06099999999999994,0.000625,0.000678,0,16,0,1,1,7
baseline_seed3,rep2,12,dronet_a,dronet_full,hta,1.4590000000000032,0.001146,0.001511,0,2,0,1,2,24
baseline_seed3,rep2,13,mlp_control,mlp_control_full,cpu,0.0470000000000006,0.000417,0.000677,0,16,0,1,1,7
baseline_seed3,rep2,14,dronet_b,dronet_full,hta,3.4080000000000013,0.00026,0.002344,0,2,0,1,2,24
baseline_seed3,rep2,15,yolov8n_a,yolov8n_head,dsp,17.021,0.001198,0.382881,0,705600,0,3,1,146
baseline_seed3,rep3,0,dronet_a,dronet_full,dsp,0.9369999999999999,0.000417,0.001458,0,2,0,1,2,24
baseline_seed3,rep3,1,mlp_control,mlp_control_full,cpu,0.06400000000000006,0.000625,0.000833,0,16,0,1,1,7
baseline_seed3,rep3,2,yolov8n_b,yolov8n_backbone,dsp,12.035,0.000677,0.12813,0,716800,0,1,3,103
baseline_seed3,rep3,3,dronet_b,dronet_full,hta,2.0540000000000003,0.000573,0.001354,0,2,0,1,2,24
baseline_seed3,rep3,4,yolov8n_a,yolov8n_backbone,hta,14.325000000000003,0.000938,0.066201,0,716800,0,1,3,103
baseline_seed3,rep3,5,mlp_control,mlp_control_full,cpu,0.08099999999999952,0.000729,0.000833,0,16,0,1,1,7
baseline_seed3,rep3,6,mlp_control,mlp_control_full,cpu,0.09299999999999997,0.000521,0.000885,0,16,0,1,1,7
baseline_seed3,rep3,7,dronet_a,dronet_full,dsp,2.1389999999999993,0.00099,0.001458,0,2,0,1,2,24
baseline_seed3,rep3,8,dronet_b,dronet_full,dsp,1.0929999999999964,0.000782,0.001823,0,2,0,1,2,24
baseline_seed3,rep3,9,yolov8n_b,yolov8n_head,dsp,17.842,0.077555,0.080941,716800,705600,3,3,1,146
baseline_seed3,rep3,10,mlp_control,mlp_control_full,cpu,0.09100000000000108,0.000678,0.00099,0,16,0,1,1,7
baseline_seed3,rep3,11,mlp_control,mlp_control_full,cpu,0.05000000000000071,0.000468,0.000625,0,16,0,1,1,7
baseline_seed3,rep3,12,dronet_a,dronet_full,hta,1.7759999999999998,0.000833,0.003542,0,2,0,1,2,24
baseline_seed3,rep3,13,mlp_control,mlp_control_full,cpu,0.04899999999999949,0.000677,0.000834,0,16,0,1,1,7
baseline_seed3,rep3,14,dronet_b,dronet_full,hta,1.690999999999999,0.000469,0.002188,0,2,0,1,2,24
baseline_seed3,rep3,15,yolov8n_a,yolov8n_head,dsp,15.936,0.001459,0.327044,0,705600,0,3,1,146
fused_seed0,rep1,0,fused_split,fused_vision_conv,dsp,1.689,0.000937,0.002552,0,1536,0,1,1,4
fused_seed0,rep1,1,yolov8n_b,yolov8n_backbone,hta,13.543000000000001,0.000677,0.084534,0,716800,0,1,3,103
fused_seed0,rep1,2,fused_split,fused_depth_conv,cpu,0.073,0.000989,0.001407,0,1024,0,1,1,2
fused_seed0,rep1,3,mlp_control,mlp_control_full,cpu,0.08,0.000677,0.000937,0,16,0,1,1,7
fused_seed0,rep1,4,fused_split,fused_tail,cpu,4.577,0.003125,0.003021,0,8,0,3,1,10
fused_seed0,rep1,5,yolov8n_a,yolov8n_backbone,dsp,14.095000000000002,0.001041,0.390326,0,716800,0,1,3,103
fused_seed0,rep1,6,mlp_control,mlp_control_full,cpu,0.13100000000000023,0.001302,0.000625,0,16,0,1,1,7
fused_seed0,rep1,7,yolov8n_a,yolov8n_head,dsp,18.028999999999996,0.072346,0.430067,716800,705600,3,3,1,146
fused_seed0,rep1,8,fused_split,fused_vision_conv,hta,1.2590000000000003,0.000885,0.002083,0,1536,0,1,1,4
fused_seed0,rep1,9,fused_split,fused_depth_conv,cpu,0.26000000000000156,0.000729,0.001406,0,1024,0,1,1,2
fused_seed0,rep1,10,mlp_control,mlp_control_full,cpu,0.06700000000000017,0.000886,0.000729,0,16,0,1,1,7
fused_seed0,rep1,11,fused_split,fused_tail,cpu,3.561,0.002083,0.002656,0,8,0,3,1,10
fused_seed0,rep1,12,yolov8n_c,yolov8n_backbone,hta,25.546,0.000781,0.118806,0,716800,0,1,3,103
fused_seed0,rep1,13,mlp_control,mlp_control_full,cpu,0.09499999999999886,0.00125,0.000677,0,16,0,1,1,7
fused_seed0,rep1,14,yolov8n_b,yolov8n_head,cpu,51.759,0.003229,0.092086,0,705600,0,3,1,146
fused_seed0,rep1,15,yolov8n_d,yolov8n_backbone,hta,12.485,0.000521,0.357096,0,716800,0,1,3,103
fused_seed0,rep1,16,mlp_control,mlp_control_full,dsp,4.067,0.003698,0.003177,0,4,0,1,1,7
fused_seed0,rep1,17,fused_split,fused_depth_conv,dsp,1.0110000000000028,0.001459,0.003021,0,1024,0,1,1,2
fused_seed0,rep1,18,fused_split,fused_vision_conv,dsp,0.5140000000000029,0.000782,0.001875,0,1536,0,1,1,4
fused_seed0,rep1,19,fused_split,fused_tail,dsp,3.4769999999999968,0.002813,0.003594,2560,2,2,3,1,10
fused_seed0,rep1,20,mlp_control,mlp_control_full,dsp,0.6189999999999998,0.004166,0.002396,0,4,0,1,1,7
fused_seed0,rep1,21,yolov8n_c,yolov8n_head,dsp,17.843000000000004,0.002187,0.087451,0,705600,0,3,1,146
fused_seed0,rep1,22,yolov8n_d,yolov8n_head,dsp,17.13600000000001,0.002709,0.391419,0,705600,0,3,1,146
fused_seed0,rep2,0,fused_split,fused_vision_conv,dsp,1.095,0.000729,0.002083,0,1536,0,1,1,4
fused_seed0,rep2,1,yolov8n_b,yolov8n_backbone,hta,17.322,0.00073,0.098597,0,716800,0,1,3,103
fused_seed0,rep2,2,fused_split,fused_depth_conv,cpu,0.059000000000000004,0.00099,0.001667,0,1024,0,1,1,2
fused_seed0,rep2,3,mlp_control,mlp_control_full,cpu,0.078,0.001302,0.001041,0,16,0,1,1,7
fused_seed0,rep2,4,fused_split,fused_tail,cpu,4.997,0.002292,0.003281,0,8,0,3,1,10
fused_seed0,rep2,5,yolov8n_a,yolov8n_backbone,dsp,13.63,0.000886,0.08995,0,716800,0,1,3,103
fused_seed0,rep2,6,mlp_control,mlp_control_full,cpu,0.16900000000000048,0.001511,0.001302,0,16,0,1,1,7
fused_seed0,rep2,7,yolov8n_a,yolov8n_head,dsp,20.724000000000004,0.067137,0.519705,716800,705600,3,3,1,146
fused_seed0,rep2,8,fused_split,fused_vision_conv,hta,1.1739999999999995,0.000573,0.00125,0,1536,0,1,1,4
fused_seed0,rep2,9,fused_split,fused_depth_conv,cpu,0.2240000000000002,0.001198,0.001927,0,1024,0,1,1,2
fused_seed0,rep2,10,mlp_control,mlp_control_full,cpu,0.10200000000000031,0.001146,0.000885,0,16,0,1,1,7
fused_seed0,rep2,11,fused_split,fused_tail,cpu,2.2269999999999968,0.002552,0.002187,0,8,0,3,1,10
fused_seed0,rep2,12,yolov8n_c,yolov8n_backbone,hta,13.660999999999998,0.000729,0.33324,0,716800,0,1,3,103
fused_seed0,rep2,13,mlp_control,mlp_control_full,cpu,0.07499999999999929,0.001198,0.000886,0,16,0,1,1,7
fused_seed0,rep2,14,yolov8n_b,yolov8n_head,cpu,51.55800000000001,0.001719,0.115473,0,705600,0,3,1,146
fused_seed0,rep2,15,yolov8n_d,yolov8n_backbone,hta,13.401000000000003,0.001146,0.099378,0,716800,0,1,3,103
fused_seed0,rep2,16,mlp_control,mlp_control_full,dsp,7.463000000000001,0.005313,0.003802,0,4,0,1,1,7
fused_seed0,rep2,17,fused_split,fused_depth_conv,dsp,0.4989999999999952,0.001198,0.004011,0,1024,0,1,1,2
fused_seed0,rep2,18,fused_split,fused_vision_conv,dsp,1.6120000000000019,0.001198,5.160687,0,1536,0,1,1,4
fused_seed0,rep2,19,fused_split,fused_tail,dsp,3.0730000000000004,0.003854,0.001354,2560,2,2,3,1,10
fused_seed0,rep2,20,mlp_control,mlp_control_full,dsp,0.519999999999996,0.002031,0.001459,0,4,0,1,1,7
fused_seed0,rep2,21,yolov8n_c,yolov8n_head,dsp,16.36,0.001979,0.37371,0,705600,0,3,1,146
fused_seed0,rep2,22,yolov8n_d,yolov8n_head,dsp,18.212999999999994,0.002657,0.101254,0,705600,0,3,1,146
fused_seed0,rep3,0,fused_split,fused_vision_conv,dsp,1.625,0.001146,0.002552,0,1536,0,1,1,4
fused_seed0,rep3,1,yolov8n_b,yolov8n_backbone,hta,12.736,0.000573,0.104117,0,716800,0,1,3,103
fused_seed0,rep3,2,fused_split,fused_depth_conv,cpu,0.099,0.001406,0.001875,0,1024,0,1,1,2
fused_seed0,rep3,3,mlp_control,mlp_control_full,cpu,0.07299999999999998,0.000729,0.001093,0,16,0,1,1,7
fused_seed0,rep3,4,fused_split,fused_tail,cpu,4.484,0.003021,0.003385,0,8,0,3,1,10
fused_seed0,rep3,5,yolov8n_a,yolov8n_backbone,dsp,15.328000000000001,0.001198,0.577881,0,716800,0,1,3,103
fused_seed0,rep3,6,mlp_control,mlp_control_full,cpu,0.10500000000000043,0.001406,0.000729,0,16,0,1,1,7
fused_seed0,rep3,7,yolov8n_a,yolov8n_head,dsp,17.918,0.171827,0.450534,716800,705600,3,3,1,146
fused_seed0,rep3,8,fused_split,fused_vision_conv,hta,0.9619999999999997,0.000625,0.001094,0,1536,0,1,1,4
fused_seed0,rep3,9,fused_split,fused_depth_conv,cpu,0.06700000000000017,0.000729,0.001458,0,1024,0,1,1,2
fused_seed0,rep3,10,mlp_control,mlp_control_full,cpu,0.08899999999999864,0.002135,0.634915,0,16,0,1,1,7
fused_seed0,rep3,11,fused_split,fused_tail,cpu,1.243000000000002,0.004792,0.002292,0,8,0,3,1,10
fused_seed0,rep3,12,yolov8n_c,yolov8n_backbone,hta,22.243999999999996,0.000677,0.092867,0,716800,0,1,3,103
fused_seed0,rep3,13,mlp_control,mlp_control_full,cpu,0.07600000000000051,0.001511,0.001355,0,16,0,1,1,7
fused_seed0,rep3,14,yolov8n_b,yolov8n_head,cpu,50.396,0.002135,0.369907,0,705600,0,3,1,146
fused_seed0,rep3,15,yolov8n_d,yolov8n_backbone,hta,13.707999999999998,0.001354,0.091513,0,716800,0,1,3,103
fused_seed0,rep3,16,mlp_control,mlp_control_full,dsp,0.9809999999999945,0.011251,0.003437,0,4,0,1,1,7
fused_seed0,rep3,17,fused_split,fused_depth_conv,dsp,1.3969999999999985,0.000833,0.002865,0,1024,0,1,1,2
fused_seed0,rep3,18,fused_split,fused_vision_conv,dsp,0.4679999999999964,0.000625,0.001667,0,1536,0,1,1,4
fused_seed0,rep3,19,fused_split,fused_tail,dsp,3.2439999999999998,0.006355,0.002865,2560,2,2,3,1,10
fused_seed0,rep3,20,mlp_control,mlp_control_full,dsp,0.40800000000000125,0.001771,0.001719,0,4,0,1,1,7
fused_seed0,rep3,21,yolov8n_c,yolov8n_head,dsp,18.964000000000006,0.002656,0.363552,0,705600,0,3,1,146
fused_seed0,rep3,22,yolov8n_d,yolov8n_head,dsp,17.089999999999996,0.002708,0.080107,0,705600,0,3,1,146
fused_seed1,rep1,0,fused_split,fused_vision_conv,dsp,1.7870000000000001,0.000781,0.004114,0,1536,0,1,1,4
fused_seed1,rep1,1,fused_split,fused_depth_conv,cpu,0.093,0.000729,0.008332,0,1024,0,1,1,2
fused_seed1,rep1,2,yolov8n_e,yolov8n_backbone,hta,12.365,0.001094,0.081762,0,716800,0,1,3,103
fused_seed1,rep1,3,mlp_control,mlp_control_full,cpu,0.07799999999999999,0.000677,0.014582,0,16,0,1,1,7
fused_seed1,rep1,4,yolov8n_c,yolov8n_backbone,dsp,13.906999999999998,0.001198,0.095668,0,716800,0,1,3,103
fused_seed1,rep1,5,mlp_control,mlp_control_full,cpu,0.10500000000000043,0.00151,0.001823,0,16,0,1,1,7
fused_seed1,rep1,6,fused_split,fused_tail,cpu,1.6359999999999992,0.004791,0.002969,0,8,0,3,1,10
fused_seed1,rep1,7,mlp_control,mlp_control_full,cpu,0.0779999999999994,0.000834,0.000937,0,16,0,1,1,7
fused_seed1,rep1,8,fused_split,fused_depth_conv,dsp,1.820999999999998,0.000625,0.002031,0,1024,0,1,1,2
fused_seed1,rep1,9,fused_split,fused_vision_conv,hta,1.7889999999999997,0.000468,0.001927,0,1536,0,1,1,4
fused_seed1,rep1,10,yolov8n_d,yolov8n_backbone,hta,13.607,0.339184,0.084418,0,716800,0,1,3,103
fused_seed1,rep1,11,mlp_control,mlp_control_full,cpu,0.06099999999999994,0.000885,0.000937,0,16,0,1,1,7
fused_seed1,rep1,12,fused_split,fused_tail,cpu,1.0629999999999988,0.001823,0.002708,0,8,0,3,1,10
fused_seed1,rep1,13,fused_split,fused_vision_conv,dsp,0.7230000000000025,0.000521,0.001406,0,1536,0,1,1,4
fused_seed1,rep1,14,fused_split,fused_depth_conv,cpu,0.10100000000000264,0.001146,0.001354,0,1024,0,1,1,2
fused_seed1,rep1,15,yolov8n_e,yolov8n_head,dsp,18.949,0.003437,0.428289,0,705600,0,3,1,146
fused_seed1,rep1,16,mlp_control,mlp_control_full,cpu,0.07900000000000063,0.001093,0.00125,0,16,0,1,1,7
fused_seed1,rep1,17,fused_split,fused_tail,cpu,0.860000000000003,0.001875,0.00125,0,8,0,3,1,10
fused_seed1,rep1,18,mlp_control,mlp_control_full,cpu,0.0730000000000004,0.000885,0.000937,0,16,0,1,1,7
fused_seed1,rep1,19,yolov8n_b,yolov8n_backbone,hta,13.841999999999999,0.00073,0.062806,0,716800,0,1,3,103
fused_seed1,rep1,20,mlp_control,mlp_control_full,cpu,0.07099999999999795,0.00151,0.001041,0,16,0,1,1,7
fused_seed1,rep1,21,fused_split,fused_vision_conv,dsp,0.6319999999999979,0.002135,0.001666,0,1536,0,1,1,4
fused_seed1,rep1,22,fused_split,fused_depth_conv,cpu,0.11299999999999955,0.001146,0.001667,0,1024,0,1,1,2
fused_seed1,rep1,23,fused_split,fused_tail,cpu,0.8629999999999995,0.002239,0.002031,0,8,0,3,1,10
fused_seed1,rep1,24,yolov8n_d,yolov8n_head,dsp,17.045,0.001875,0.335017,0,705600,0,3,1,146
fused_seed1,rep1,25,mlp_control,mlp_control_full,cpu,0.06199999999999761,0.000625,0.000782,0,16,0,1,1,7
fused_seed1,rep1,26,mlp_control,mlp_control_full,cpu,0.047999999999994714,0.00052,0.000625,0,16,0,1,1,7
fused_seed1,rep1,27,fused_split,fused_vision_conv,hta,3.091000000000001,0.000833,0.00177,0,1536,0,1,1,4
fused_seed1,rep1,28,fused_split,fused_depth_conv,cpu,0.08200000000000074,0.000468,0.00099,0,1024,0,1,1,2
fused_seed1,rep1,29,fused_split,fused_tail,cpu,0.6710000000000065,0.001927,0.002083,0,8,0,3,1,10
fused_seed1,rep1,30,mlp_control,mlp_control_full,cpu,0.059000000000004604,0.000625,0.001041,0,16,0,1,1,7
fused_seed1,rep1,31,yolov8n_b,yolov8n_head,cpu,52.599999999999994,0.001927,0.358087,0,705600,0,3,1,146
fused_seed1,rep1,32,yolov8n_c,yolov8n_head,dsp,19.080000000000005,0.070201,0.195188,716800,705600,3,3,1,146
fused_seed1,rep1,33,yolov8n_a,yolov8n_backbone,hta,15.041999999999994,0.001562,0.424487,0,716800,0,1,3,103
fused_seed1,rep1,34,yolov8n_a,yolov8n_head,dsp,16.400999999999996,0.005103,0.346526,0,705600,0,3,1,146
fused_seed1,rep2,0,fused_split,fused_vision_conv,dsp,2.6470000000000002,0.000834,0.006093,0,1536,0,1,1,4
fused_seed1,rep2,1,fused_split,fused_depth_conv,cpu,0.178,0.001093,0.001354,0,1024,0,1,1,2
fused_seed1,rep2,2,yolov8n_e,yolov8n_backbone,hta,11.921999999999999,0.000989,0.073015,0,716800,0,1,3,103
fused_seed1,rep2,3,mlp_control,mlp_control_full,cpu,0.065,0.000677,0.000886,0,16,0,1,1,7
fused_seed1,rep2,4,yolov8n_c,yolov8n_backbone,dsp,12.937000000000001,0.001614,0.379915,0,716800,0,1,3,103
fused_seed1,rep2,5,mlp_control,mlp_control_full,cpu,0.07699999999999996,0.001406,0.000834,0,16,0,1,1,7
fused_seed1,rep2,6,fused_split,fused_tail,cpu,3.7140000000000004,0.003698,0.002239,0,8,0,3,1,10
fused_seed1,rep2,7,mlp_control,mlp_control_full,cpu,0.0840000000000014,0.001354,0.000782,0,16,0,1,1,7
fused_seed1,rep2,8,fused_split,fused_depth_conv,dsp,0.7070000000000007,0.000729,0.001667,0,1024,0,1,1,2
fused_seed1,rep2,9,fused_split,fused_vision_conv,hta,1.7910000000000004,0.00052,0.002291,0,1536,0,1,1,4
fused_seed1,rep2,10,yolov8n_d,yolov8n_backbone,hta,13.771,0.351949,0.070671,0,716800,0,1,3,103
