point,rep,entry,network,tile,lane,exec_ms,hin_ms,hout_ms,hin_bytes,hout_bytes,hin_hits,hin_tensors,hout_tensors,n_ir_ops
fused_seed1,rep2,11,mlp_control,mlp_control_full,cpu,0.06099999999999994,0.001198,0.000938,0,16,0,1,1,7
fused_seed1,rep2,12,fused_split,fused_tail,cpu,2.276,0.002917,0.003541,0,8,0,3,1,10
fused_seed1,rep2,13,fused_split,fused_vision_conv,dsp,0.5910000000000011,0.000782,0.003437,0,1536,0,1,1,4
fused_seed1,rep2,14,fused_split,fused_depth_conv,cpu,0.15700000000000003,0.000677,0.001562,0,1024,0,1,1,2
fused_seed1,rep2,15,yolov8n_e,yolov8n_head,dsp,18.782999999999998,0.004999,0.096137,0,705600,0,3,1,146
fused_seed1,rep2,16,mlp_control,mlp_control_full,cpu,0.07599999999999696,0.00125,0.000625,0,16,0,1,1,7
fused_seed1,rep2,17,fused_split,fused_tail,cpu,0.9370000000000012,0.002968,0.000938,0,8,0,3,1,10
fused_seed1,rep2,18,mlp_control,mlp_control_full,cpu,0.09299999999999997,0.001406,0.000833,0,16,0,1,1,7
fused_seed1,rep2,19,yolov8n_b,yolov8n_backbone,hta,12.929000000000002,0.001042,0.135145,0,716800,0,1,3,103
fused_seed1,rep2,20,mlp_control,mlp_control_full,cpu,0.06900000000000261,0.001406,0.000833,0,16,0,1,1,7
fused_seed1,rep2,21,fused_split,fused_vision_conv,dsp,0.7809999999999988,0.002291,0.001666,0,1536,0,1,1,4
fused_seed1,rep2,22,fused_split,fused_depth_conv,cpu,0.10799999999999699,0.001094,0.002188,0,1024,0,1,1,2
fused_seed1,rep2,23,fused_split,fused_tail,cpu,0.8250000000000028,0.003281,0.001615,0,8,0,3,1,10
fused_seed1,rep2,24,yolov8n_d,yolov8n_head,dsp,16.214000000000006,0.001667,0.087597,0,705600,0,3,1,146
fused_seed1,rep2,25,mlp_control,mlp_control_full,cpu,0.08899999999999864,0.132593,0.000781,0,16,0,1,1,7
fused_seed1,rep2,26,mlp_control,mlp_control_full,cpu,0.09799999999999898,0.000781,0.000938,0,16,0,1,1,7
fused_seed1,rep2,27,fused_split,fused_vision_conv,hta,0.847999999999999,0.003645,0.001146,0,1536,0,1,1,4
fused_seed1,rep2,28,fused_split,fused_depth_conv,cpu,0.3190000000000026,0.000625,0.001198,0,1024,0,1,1,2
fused_seed1,rep2,29,fused_split,fused_tail,cpu,0.8470000000000013,0.002084,0.001614,0,8,0,3,1,10
fused_seed1,rep2,30,mlp_control,mlp_control_full,cpu,0.06900000000000261,0.000625,0.000677,0,16,0,1,1,7
fused_seed1,rep2,31,yolov8n_b,yolov8n_head,cpu,52.535,0.001875,0.370906,0,705600,0,3,1,146
fused_seed1,rep2,32,yolov8n_c,yolov8n_head,dsp,17.635999999999996,0.075514,0.412464,716800,705600,3,3,1,146
fused_seed1,rep2,33,yolov8n_a,yolov8n_backbone,hta,20.766000000000005,0.002135,0.405382,0,716800,0,1,3,103
fused_seed1,rep2,34,yolov8n_a,yolov8n_head,dsp,15.560000000000002,0.004688,0.356532,0,705600,0,3,1,146
fused_seed1,rep3,0,fused_split,fused_vision_conv,dsp,1.651,0.000625,0.002188,0,1536,0,1,1,4
fused_seed1,rep3,1,fused_split,fused_depth_conv,cpu,0.32299999999999995,0.000781,0.001406,0,1024,0,1,1,2
fused_seed1,rep3,2,yolov8n_e,yolov8n_backbone,hta,13.395,0.000937,0.083067,0,716800,0,1,3,103
fused_seed1,rep3,3,mlp_control,mlp_control_full,cpu,0.071,0.000625,0.000937,0,16,0,1,1,7
fused_seed1,rep3,4,yolov8n_c,yolov8n_backbone,dsp,15.488000000000001,0.001354,0.10442,0,716800,0,1,3,103
fused_seed1,rep3,5,mlp_control,mlp_control_full,cpu,0.10400000000000009,0.002604,0.000625,0,16,0,1,1,7
fused_seed1,rep3,6,fused_split,fused_tail,cpu,3.832,0.003646,0.002448,0,8,0,3,1,10
fused_seed1,rep3,7,mlp_control,mlp_control_full,cpu,0.06899999999999906,0.001354,0.000573,0,16,0,1,1,7
fused_seed1,rep3,8,fused_split,fused_depth_conv,dsp,1.024000000000001,0.001458,0.003073,0,1024,0,1,1,2
fused_seed1,rep3,9,fused_split,fused_vision_conv,hta,0.7430000000000003,0.000677,0.001249,0,1536,0,1,1,4
fused_seed1,rep3,10,yolov8n_d,yolov8n_backbone,hta,13.683000000000002,0.00099,0.066558,0,716800,0,1,3,103
fused_seed1,rep3,11,mlp_control,mlp_control_full,cpu,0.06199999999999939,0.001406,0.000521,0,16,0,1,1,7
fused_seed1,rep3,12,fused_split,fused_tail,cpu,1.0429999999999993,0.003229,0.001771,0,8,0,3,1,10
fused_seed1,rep3,13,fused_split,fused_vision_conv,dsp,0.5850000000000009,0.000677,0.001198,0,1536,0,1,1,4
fused_seed1,rep3,14,fused_split,fused_depth_conv,cpu,0.1059999999999981,0.000834,0.000937,0,1024,0,1,1,2
fused_seed1,rep3,15,yolov8n_e,yolov8n_head,dsp,20.555,0.002813,0.356641,0,705600,0,3,1,146
fused_seed1,rep3,16,mlp_control,mlp_control_full,cpu,0.11599999999999966,0.001719,0.000781,0,16,0,1,1,7
fused_seed1,rep3,17,fused_split,fused_tail,cpu,0.7959999999999994,0.002083,0.001146,0,8,0,3,1,10
fused_seed1,rep3,18,mlp_control,mlp_control_full,cpu,0.054999999999999716,0.000521,0.000677,0,16,0,1,1,7
fused_seed1,rep3,19,yolov8n_b,yolov8n_backbone,hta,14.427,0.000677,0.084109,0,716800,0,1,3,103
fused_seed1,rep3,20,mlp_control,mlp_control_full,cpu,0.14799999999999613,0.003905,0.001094,0,16,0,1,1,7
fused_seed1,rep3,21,fused_split,fused_vision_conv,dsp,1.208999999999996,0.001979,0.002292,0,1536,0,1,1,4
fused_seed1,rep3,22,fused_split,fused_depth_conv,cpu,0.2259999999999991,0.001458,0.002395,0,1024,0,1,1,2
fused_seed1,rep3,23,fused_split,fused_tail,cpu,0.9960000000000022,0.002708,0.001667,0,8,0,3,1,10
fused_seed1,rep3,24,yolov8n_d,yolov8n_head,dsp,16.970999999999997,0.001927,0.412106,0,705600,0,3,1,146
fused_seed1,rep3,25,mlp_control,mlp_control_full,cpu,0.06500000000000483,0.00099,0.00073,0,16,0,1,1,7
fused_seed1,rep3,26,mlp_control,mlp_control_full,cpu,0.04700000000000415,0.000521,0.000573,0,16,0,1,1,7
fused_seed1,rep3,27,fused_split,fused_vision_conv,hta,0.8840000000000003,0.000625,0.001041,0,1536,0,1,1,4
fused_seed1,rep3,28,fused_split,fused_depth_conv,cpu,0.07800000000000296,0.000468,0.000885,0,1024,0,1,1,2
fused_seed1,rep3,29,fused_split,fused_tail,cpu,0.5949999999999989,0.002031,0.001146,0,8,0,3,1,10
fused_seed1,rep3,30,mlp_control,mlp_control_full,cpu,0.055999999999997385,0.000468,0.000833,0,16,0,1,1,7
fused_seed1,rep3,31,yolov8n_b,yolov8n_head,cpu,52.17699999999999,0.002135,0.0914,0,705600,0,3,1,146
fused_seed1,rep3,32,yolov8n_c,yolov8n_head,dsp,18.583000000000006,0.089629,0.147438,716800,705600,3,3,1,146
fused_seed1,rep3,33,yolov8n_a,yolov8n_backbone,hta,16.034,0.261543,0.350496,0,716800,0,1,3,103
fused_seed1,rep3,34,yolov8n_a,yolov8n_head,dsp,16.516000000000005,0.004166,0.374817,0,705600,0,3,1,146
fused_seed7,rep1,0,fused_split,fused_vision_conv,dsp,0.499,0.000625,0.001562,0,1536,0,1,1,4
fused_seed7,rep1,1,fused_split,fused_depth_conv,dsp,0.5070000000000001,0.000781,0.002448,0,1024,0,1,1,2
fused_seed7,rep1,2,mlp_control,mlp_control_full,cpu,0.06399999999999961,0.000521,0.000833,0,16,0,1,1,7
fused_seed7,rep1,3,fused_split,fused_tail,cpu,3.574,0.001771,0.001146,0,8,0,3,1,10
fused_seed7,rep1,4,fused_split,fused_vision_conv,hta,0.7539999999999996,0.000521,0.000937,0,1536,0,1,1,4
fused_seed7,rep1,5,fused_split,fused_depth_conv,hta,0.9039999999999999,0.000469,0.002032,0,1024,0,1,1,2
fused_seed7,rep1,6,mlp_control,mlp_control_full,dsp,0.6449999999999996,0.000573,0.001145,0,4,0,1,1,7
fused_seed7,rep1,7,fused_split,fused_tail,cpu,0.572000000000001,0.001667,0.000989,0,8,0,3,1,10
fused_seed7,rep1,8,fused_split,fused_vision_conv,dsp,0.5850000000000009,0.000521,0.001302,0,1536,0,1,1,4
fused_seed7,rep1,9,mlp_control,mlp_control_full,cpu,0.05699999999999861,0.000625,0.000729,0,16,0,1,1,7
fused_seed7,rep1,10,fused_split,fused_depth_conv,cpu,0.20600000000000307,0.000781,0.000729,0,1024,0,1,1,2
fused_seed7,rep1,11,fused_split,fused_tail,cpu,2.121000000000002,0.001458,0.000885,0,8,0,3,1,10
fused_seed7,rep2,0,fused_split,fused_vision_conv,dsp,0.513,0.000416,0.001823,0,1536,0,1,1,4
fused_seed7,rep2,1,fused_split,fused_depth_conv,dsp,0.5119999999999998,0.000938,0.001927,0,1024,0,1,1,2
fused_seed7,rep2,2,mlp_control,mlp_control_full,cpu,0.06300000000000017,0.000573,0.000937,0,16,0,1,1,7
fused_seed7,rep2,3,fused_split,fused_tail,cpu,3.0789999999999997,0.001719,0.001458,0,8,0,3,1,10
fused_seed7,rep2,4,fused_split,fused_vision_conv,hta,0.8460000000000001,0.000677,0.001406,0,1536,0,1,1,4
fused_seed7,rep2,5,fused_split,fused_depth_conv,hta,0.8109999999999999,0.000469,0.002136,0,1024,0,1,1,2
fused_seed7,rep2,6,mlp_control,mlp_control_full,dsp,0.6229999999999993,0.000677,0.001406,0,4,0,1,1,7
fused_seed7,rep2,7,fused_split,fused_tail,cpu,0.5010000000000012,0.001718,0.000937,0,8,0,3,1,10
fused_seed7,rep2,8,fused_split,fused_vision_conv,dsp,0.5700000000000003,0.000625,0.001406,0,1536,0,1,1,4
fused_seed7,rep2,9,mlp_control,mlp_control_full,cpu,0.06099999999999994,0.000625,0.000781,0,16,0,1,1,7
fused_seed7,rep2,10,fused_split,fused_depth_conv,cpu,0.05099999999999838,0.000573,0.00073,0,1024,0,1,1,2
fused_seed7,rep2,11,fused_split,fused_tail,cpu,1.902000000000001,0.001615,0.001042,0,8,0,3,1,10
fused_seed7,rep3,0,fused_split,fused_vision_conv,dsp,0.6789999999999999,0.000625,0.002188,0,1536,0,1,1,4
fused_seed7,rep3,1,fused_split,fused_depth_conv,dsp,0.5120000000000002,0.000625,0.001771,0,1024,0,1,1,2
fused_seed7,rep3,2,mlp_control,mlp_control_full,cpu,0.06299999999999972,0.000729,0.00099,0,16,0,1,1,7
fused_seed7,rep3,3,fused_split,fused_tail,cpu,1.076,0.001562,0.001041,0,8,0,3,1,10
fused_seed7,rep3,4,fused_split,fused_vision_conv,hta,3.040000000000001,0.000469,0.002552,0,1536,0,1,1,4
fused_seed7,rep3,5,fused_split,fused_depth_conv,hta,0.6219999999999999,0.000417,0.001198,0,1024,0,1,1,2
fused_seed7,rep3,6,mlp_control,mlp_control_full,dsp,0.7780000000000005,0.000834,0.00125,0,4,0,1,1,7
fused_seed7,rep3,7,fused_split,fused_tail,cpu,0.5530000000000008,0.001927,0.000781,0,8,0,3,1,10
fused_seed7,rep3,8,fused_split,fused_vision_conv,dsp,0.4059999999999988,0.000677,0.000886,0,1536,0,1,1,4
fused_seed7,rep3,9,mlp_control,mlp_control_full,cpu,0.04899999999999949,0.000677,0.000573,0,16,0,1,1,7
fused_seed7,rep3,10,fused_split,fused_depth_conv,cpu,0.06799999999999784,0.000521,0.000833,0,1024,0,1,1,2
fused_seed7,rep3,11,fused_split,fused_tail,cpu,0.6000000000000014,0.001406,0.000782,0,8,0,3,1,10
fused_vint_seed0,rep1,0,fused_split,fused_vision_conv,hta,0.939,0.000729,0.002291,0,1536,0,1,1,4
fused_vint_seed0,rep1,1,fused_split,fused_depth_conv,cpu,3.9749999999999996,0.000677,0.00302,0,1024,0,1,1,2
fused_vint_seed0,rep1,2,vint,vint_encoders,dsp,17.378,0.001146,0.00401,0,3584,0,2,2,539
fused_vint_seed0,rep1,3,mlp_control,mlp_control_full,cpu,4.232,0.000781,0.001823,0,16,0,1,1,7
fused_vint_seed0,rep1,4,yolov8n_b,yolov8n_backbone,hta,12.744,0.000573,0.351282,0,716800,0,1,3,103
fused_vint_seed0,rep1,5,mlp_control,mlp_control_full,cpu,0.0779999999999994,0.001406,0.000573,0,16,0,1,1,7
fused_vint_seed0,rep1,6,fused_split,fused_tail,cpu,9.308,0.002916,0.002916,0,8,0,3,1,10
fused_vint_seed0,rep1,7,mlp_control,mlp_control_full,cpu,0.14399999999999835,0.004844,0.001094,0,16,0,1,1,7
fused_vint_seed0,rep1,8,fused_split,fused_vision_conv,hta,0.7429999999999986,0.000625,0.002135,0,1536,0,1,1,4
fused_vint_seed0,rep1,9,yolov8n_b,yolov8n_head,dsp,21.418000000000003,0.001614,3.886698,0,705600,0,3,1,146
fused_vint_seed0,rep1,10,fused_split,fused_depth_conv,cpu,0.06700000000000017,0.000886,0.001302,0,1024,0,1,1,2
fused_vint_seed0,rep1,11,fused_split,fused_tail,cpu,2.4049999999999976,0.001771,0.000833,0,8,0,3,1,10
fused_vint_seed0,rep1,12,yolov8n_c,yolov8n_backbone,hta,13.313999999999998,0.000729,0.30368,0,716800,0,1,3,103
fused_vint_seed0,rep1,13,mlp_control,mlp_control_full,cpu,0.05799999999999983,0.001198,0.000833,0,16,0,1,1,7
fused_vint_seed0,rep1,14,fused_split,fused_vision_conv,hta,0.7520000000000024,0.000677,0.002552,0,1536,0,1,1,4
fused_vint_seed0,rep1,15,mlp_control,mlp_control_full,dsp,1.0490000000000066,0.004167,0.002448,0,4,0,1,1,7
fused_vint_seed0,rep1,16,fused_split,fused_depth_conv,cpu,0.23000000000000043,0.000625,0.001354,0,1024,0,1,1,2
fused_vint_seed0,rep1,17,yolov8n_a,yolov8n_backbone,hta,14.682999999999996,0.000469,0.372895,0,716800,0,1,3,103
fused_vint_seed0,rep1,18,fused_split,fused_tail,cpu,3.963000000000001,0.001927,0.004479,0,8,0,3,1,10
fused_vint_seed0,rep1,19,yolov8n_c,yolov8n_head,dsp,18.078000000000003,0.003386,0.517366,0,705600,0,3,1,146
fused_vint_seed0,rep1,20,mlp_control,mlp_control_full,cpu,0.15500000000000114,0.00625,0.001614,0,16,0,1,1,7
fused_vint_seed0,rep1,21,vint,vint_decoder,cpu,25.352000000000004,0.002396,0.003177,0,4,0,2,1,66
fused_vint_seed0,rep1,22,fused_split,fused_vision_conv,hta,2.7420000000000044,0.000938,0.002448,0,1536,0,1,1,4
fused_vint_seed0,rep1,23,yolov8n_d,yolov8n_backbone,hta,13.154000000000003,0.000885,0.30394,0,716800,0,1,3,103
fused_vint_seed0,rep1,24,mlp_control,mlp_control_full,dsp,0.8169999999999931,0.006353,0.001666,0,4,0,1,1,7
fused_vint_seed0,rep1,25,fused_split,fused_depth_conv,dsp,2.155000000000001,0.002084,0.001406,0,1024,0,1,1,2
fused_vint_seed0,rep1,26,fused_split,fused_tail,dsp,3.5889999999999986,0.002761,0.002396,1024,2,1,3,1,10
fused_vint_seed0,rep1,27,mlp_control,mlp_control_full,dsp,0.7450000000000045,0.001302,0.001719,0,4,0,1,1,7
fused_vint_seed0,rep1,28,fused_split,fused_vision_conv,dsp,0.6539999999999964,0.000781,0.00427,0,1536,0,1,1,4
fused_vint_seed0,rep1,29,fused_split,fused_depth_conv,dsp,0.37000000000000455,0.001146,0.001198,0,1024,0,1,1,2
fused_vint_seed0,rep1,30,mlp_control,mlp_control_full,dsp,0.38400000000000034,0.000834,0.000833,0,4,0,1,1,7
fused_vint_seed0,rep1,31,fused_split,fused_tail,dsp,3.2419999999999902,0.001979,0.001354,2560,2,2,3,1,10
fused_vint_seed0,rep1,32,mlp_control,mlp_control_full,dsp,0.7449999999999903,0.000834,0.001719,0,4,0,1,1,7
fused_vint_seed0,rep1,33,yolov8n_d,yolov8n_head,dsp,17.099000000000004,0.001614,0.086766,0,705600,0,3,1,146
fused_vint_seed0,rep1,34,fused_split,fused_vision_conv,hta,1.0960000000000036,0.000573,0.001719,0,1536,0,1,1,4
fused_vint_seed0,rep1,35,fused_split,fused_depth_conv,hta,1.0049999999999955,0.000521,0.001718,0,1024,0,1,1,2
fused_vint_seed0,rep1,36,mlp_control,mlp_control_full,cpu,0.07500000000000284,0.001354,0.000781,0,16,0,1,1,7
fused_vint_seed0,rep1,37,mlp_control,mlp_control_full,cpu,0.04800000000000182,0.000625,0.000677,0,16,0,1,1,7
fused_vint_seed0,rep1,38,yolov8n_a,yolov8n_head,dsp,17.14,0.002812,0.078172,0,705600,0,3,1,146
fused_vint_seed0,rep1,39,fused_split,fused_tail,cpu,0.7959999999999923,0.003281,0.001406,0,8,0,3,1,10
fused_vint_seed0,rep2,0,fused_split,fused_vision_conv,hta,1.141,0.000573,0.001511,0,1536,0,1,1,4
fused_vint_seed0,rep2,1,fused_split,fused_depth_conv,cpu,0.388,0.000729,0.00151,0,1024,0,1,1,2
fused_vint_seed0,rep2,2,vint,vint_encoders,dsp,15.853,0.000937,0.004115,0,3584,0,2,2,539
fused_vint_seed0,rep2,3,mlp_control,mlp_control_full,cpu,0.07700000000000001,0.000624,0.00125,0,16,0,1,1,7
fused_vint_seed0,rep2,4,yolov8n_b,yolov8n_backbone,hta,12.778,0.000625,0.080621,0,716800,0,1,3,103
fused_vint_seed0,rep2,5,mlp_control,mlp_control_full,cpu,0.10400000000000009,0.002239,0.000833,0,16,0,1,1,7
fused_vint_seed0,rep2,6,fused_split,fused_tail,cpu,1.4930000000000003,0.003541,0.002031,0,8,0,3,1,10
fused_vint_seed0,rep2,7,mlp_control,mlp_control_full,cpu,0.07000000000000028,0.001146,0.000625,0,16,0,1,1,7
fused_vint_seed0,rep2,8,fused_split,fused_vision_conv,hta,0.9860000000000007,0.000729,0.001354,0,1536,0,1,1,4
fused_vint_seed0,rep2,9,yolov8n_b,yolov8n_head,dsp,25.668000000000003,0.001979,0.199364,0,705600,0,3,1,146
fused_vint_seed0,rep2,10,fused_split,fused_depth_conv,cpu,0.347999999999999,0.000833,0.001146,0,1024,0,1,1,2
fused_vint_seed0,rep2,11,fused_split,fused_tail,cpu,3.1899999999999977,0.002239,0.004479,0,8,0,3,1,10
fused_vint_seed0,rep2,12,yolov8n_c,yolov8n_backbone,hta,13.975000000000001,0.000469,0.10614,0,716800,0,1,3,103
fused_vint_seed0,rep2,13,mlp_control,mlp_control_full,cpu,0.09199999999999875,0.002448,0.000885,0,16,0,1,1,7
fused_vint_seed0,rep2,14,fused_split,fused_vision_conv,hta,1.1739999999999995,0.001511,0.001615,0,1536,0,1,1,4
fused_vint_seed0,rep2,15,mlp_control,mlp_control_full,dsp,0.8870000000000005,0.005104,0.001302,0,4,0,1,1,7
fused_vint_seed0,rep2,16,fused_split,fused_depth_conv,cpu,0.24799999999999756,0.000625,0.001458,0,1024,0,1,1,2
fused_vint_seed0,rep2,17,yolov8n_a,yolov8n_backbone,hta,13.534999999999997,0.000573,0.437633,0,716800,0,1,3,103
fused_vint_seed0,rep2,18,fused_split,fused_tail,cpu,2.9499999999999957,0.003333,0.002656,0,8,0,3,1,10
fused_vint_seed0,rep2,19,yolov8n_c,yolov8n_head,dsp,17.736999999999995,0.002031,0.162179,0,705600,0,3,1,146
fused_vint_seed0,rep2,20,mlp_control,mlp_control_full,cpu,0.10300000000000153,0.003646,0.000677,0,16,0,1,1,7
fused_vint_seed0,rep2,21,vint,vint_decoder,cpu,20.900000000000006,0.002708,0.001875,0,4,0,2,1,66
fused_vint_seed0,rep2,22,fused_split,fused_vision_conv,hta,8.421999999999997,0.000729,0.004948,0,1536,0,1,1,4
fused_vint_seed0,rep2,23,yolov8n_d,yolov8n_backbone,hta,14.611999999999995,0.000729,0.351336,0,716800,0,1,3,103
fused_vint_seed0,rep2,24,mlp_control,mlp_control_full,dsp,2.259999999999991,0.001042,0.001302,0,4,0,1,1,7
fused_vint_seed0,rep2,25,fused_split,fused_depth_conv,dsp,2.370999999999995,0.002084,0.002084,0,1024,0,1,1,2
fused_vint_seed0,rep2,26,fused_split,fused_tail,dsp,3.0619999999999976,0.002292,0.002448,1024,2,1,3,1,10
fused_vint_seed0,rep2,27,mlp_control,mlp_control_full,dsp,0.7040000000000077,0.001667,0.001875,0,4,0,1,1,7
fused_vint_seed0,rep2,28,fused_split,fused_vision_conv,dsp,0.644999999999996,0.000833,0.004479,0,1536,0,1,1,4
fused_vint_seed0,rep2,29,fused_split,fused_depth_conv,dsp,0.34499999999999886,0.001042,0.001198,0,1024,0,1,1,2
fused_vint_seed0,rep2,30,mlp_control,mlp_control_full,dsp,0.36700000000000443,0.000834,0.000834,0,4,0,1,1,7
fused_vint_seed0,rep2,31,fused_split,fused_tail,dsp,2.9540000000000077,0.001927,0.000938,2560,2,2,3,1,10
fused_vint_seed0,rep2,32,mlp_control,mlp_control_full,dsp,0.5349999999999966,0.001823,0.000989,0,4,0,1,1,7
fused_vint_seed0,rep2,33,yolov8n_d,yolov8n_head,dsp,16.155,0.001823,0.083069,0,705600,0,3,1,146
fused_vint_seed0,rep2,34,fused_split,fused_vision_conv,hta,0.7419999999999902,0.000625,0.002396,0,1536,0,1,1,4
fused_vint_seed0,rep2,35,fused_split,fused_depth_conv,hta,0.7909999999999968,0.000729,0.003177,0,1024,0,1,1,2
fused_vint_seed0,rep2,36,mlp_control,mlp_control_full,cpu,0.07600000000000762,0.001719,0.000625,0,16,0,1,1,7
fused_vint_seed0,rep2,37,mlp_control,mlp_control_full,cpu,0.04899999999999238,0.000885,0.000625,0,16,0,1,1,7
fused_vint_seed0,rep2,38,yolov8n_a,yolov8n_head,dsp,16.132999999999996,0.002031,0.078537,0,705600,0,3,1,146
fused_vint_seed0,rep2,39,fused_split,fused_tail,cpu,0.7610000000000099,0.002604,0.001927,0,8,0,3,1,10
fused_vint_seed0,rep3,0,fused_split,fused_vision_conv,hta,2.087,0.000677,0.001146,0,1536,0,1,1,4
fused_vint_seed0,rep3,1,fused_split,fused_depth_conv,cpu,0.078,0.000782,0.001562,0,1024,0,1,1,2
fused_vint_seed0,rep3,2,vint,vint_encoders,dsp,16.461,0.000781,0.004739,0,3584,0,2,2,539
fused_vint_seed0,rep3,3,mlp_control,mlp_control_full,cpu,0.21500000000000002,0.000625,0.001042,0,16,0,1,1,7
fused_vint_seed0,rep3,4,yolov8n_b,yolov8n_backbone,hta,13.466,0.000573,0.330974,0,716800,0,1,3,103
fused_vint_seed0,rep3,5,mlp_control,mlp_control_full,cpu,0.10499999999999954,0.002447,0.001406,0,16,0,1,1,7
fused_vint_seed0,rep3,6,fused_split,fused_tail,cpu,3.667,0.002448,0.002083,0,8,0,3,1,10
fused_vint_seed0,rep3,7,mlp_control,mlp_control_full,cpu,0.06700000000000017,0.000937,0.001041,0,16,0,1,1,7
fused_vint_seed0,rep3,8,fused_split,fused_vision_conv,hta,1.065999999999999,0.000729,0.001406,0,1536,0,1,1,4
fused_vint_seed0,rep3,9,yolov8n_b,yolov8n_head,dsp,18.485000000000003,0.002187,0.085256,0,705600,0,3,1,146
fused_vint_seed0,rep3,10,fused_split,fused_depth_conv,cpu,0.2029999999999994,0.633771,0.001406,0,1024,0,1,1,2
fused_vint_seed0,rep3,11,fused_split,fused_tail,cpu,2.5790000000000006,0.003177,0.003073,0,8,0,3,1,10
fused_vint_seed0,rep3,12,yolov8n_c,yolov8n_backbone,hta,13.377000000000002,0.000521,0.3404,0,716800,0,1,3,103
fused_vint_seed0,rep3,13,mlp_control,mlp_control_full,cpu,0.1490000000000009,0.001406,0.001563,0,16,0,1,1,7
fused_vint_seed0,rep3,14,fused_split,fused_vision_conv,hta,1.1550000000000047,0.000625,0.001145,0,1536,0,1,1,4
fused_vint_seed0,rep3,15,mlp_control,mlp_control_full,dsp,4.9040000000000035,0.001146,0.003854,0,4,0,1,1,7
fused_vint_seed0,rep3,16,fused_split,fused_depth_conv,cpu,0.06499999999999773,0.000781,0.002291,0,1024,0,1,1,2
fused_vint_seed0,rep3,17,yolov8n_a,yolov8n_backbone,hta,13.762999999999998,0.000833,0.372951,0,716800,0,1,3,103
fused_vint_seed0,rep3,18,fused_split,fused_tail,cpu,2.113999999999997,0.002395,0.001562,0,8,0,3,1,10
fused_vint_seed0,rep3,19,yolov8n_c,yolov8n_head,dsp,19.994999999999997,0.006563,0.384461,0,705600,0,3,1,146
fused_vint_seed0,rep3,20,mlp_control,mlp_control_full,cpu,0.07200000000000273,0.001302,0.000886,0,16,0,1,1,7
fused_vint_seed0,rep3,21,vint,vint_decoder,cpu,26.031999999999996,0.001563,0.002708,0,4,0,2,1,66
fused_vint_seed0,rep3,22,fused_split,fused_vision_conv,hta,1.2420000000000044,0.000833,0.004947,0,1536,0,1,1,4
fused_vint_seed0,rep3,23,yolov8n_d,yolov8n_backbone,hta,12.405999999999999,0.000989,0.417896,0,716800,0,1,3,103
fused_vint_seed0,rep3,24,mlp_control,mlp_control_full,dsp,0.7679999999999936,0.002031,0.001406,0,4,0,1,1,7
fused_vint_seed0,rep3,25,fused_split,fused_depth_conv,dsp,0.5150000000000006,0.001562,0.001354,0,1024,0,1,1,2
fused_vint_seed0,rep3,26,fused_split,fused_tail,dsp,3.0820000000000007,0.002083,0.000833,1024,2,1,3,1,10
fused_vint_seed0,rep3,27,mlp_control,mlp_control_full,dsp,0.5560000000000116,0.000677,0.00099,0,4,0,1,1,7
fused_vint_seed0,rep3,28,fused_split,fused_vision_conv,dsp,0.4720000000000084,0.000833,0.001927,0,1536,0,1,1,4
fused_vint_seed0,rep3,29,fused_split,fused_depth_conv,dsp,0.35899999999999466,0.000625,0.000989,0,1024,0,1,1,2
fused_vint_seed0,rep3,30,mlp_control,mlp_control_full,dsp,0.39400000000000546,0.000521,0.000781,0,4,0,1,1,7
fused_vint_seed0,rep3,31,fused_split,fused_tail,dsp,3.566999999999993,0.001875,0.001511,2560,2,2,3,1,10
fused_vint_seed0,rep3,32,mlp_control,mlp_control_full,dsp,0.6820000000000022,0.000937,0.001042,0,4,0,1,1,7
fused_vint_seed0,rep3,33,yolov8n_d,yolov8n_head,dsp,16.92,0.002187,0.357222,0,705600,0,3,1,146
fused_vint_seed0,rep3,34,fused_split,fused_vision_conv,hta,0.7360000000000042,0.000781,0.000781,0,1536,0,1,1,4
fused_vint_seed0,rep3,35,fused_split,fused_depth_conv,hta,0.9069999999999965,0.000625,0.003073,0,1024,0,1,1,2
fused_vint_seed0,rep3,36,mlp_control,mlp_control_full,cpu,0.07200000000000273,0.00125,0.000625,0,16,0,1,1,7
fused_vint_seed0,rep3,37,mlp_control,mlp_control_full,cpu,0.054000000000002046,0.000937,0.000729,0,16,0,1,1,7
fused_vint_seed0,rep3,38,yolov8n_a,yolov8n_head,dsp,16.31599999999999,0.00276,0.348473,0,705600,0,3,1,146
fused_vint_seed0,rep3,39,fused_split,fused_tail,cpu,0.722999999999999,0.002709,0.001667,0,8,0,3,1,10
fused_vint_seed1,rep1,0,fused_split,fused_depth_conv,hta,1.1840000000000002,0.00073,0.00198,0,1024,0,1,1,2
fused_vint_seed1,rep1,1,mlp_control,mlp_control_full,cpu,0.077,0.000989,0.001042,0,16,0,1,1,7
fused_vint_seed1,rep1,2,fused_split,fused_vision_conv,dsp,0.813,0.000834,0.001458,0,1536,0,1,1,4
fused_vint_seed1,rep1,3,vint,vint_encoders,dsp,15.899000000000001,0.001042,0.012655,0,3584,0,2,2,539
fused_vint_seed1,rep1,4,yolov8n_a,yolov8n_backbone,hta,13.665,0.000417,0.340039,0,716800,0,1,3,103
