soc,f_dronet_hz,f_mlp_hz,scheduler,n_ops,feasible,valid,makespan_us,deadline_miss_count,total_lateness_us,cross_device_transitions,solver_wall_time_s,envelope_us,time_scale,skipped,reason,error,gantt,critical_path_us,deadline_miss_ratio,max_lateness_us
qrb5165,2.0,100.0,mosek,30,True,True,64564.73333333332,0,0.0,5,1.8614258529851213,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d2Hz_m100Hz_mosek.png,62884.73333333332,0.0,0.0
qrb5165,5.0,5.0,heft,18,True,True,63011.33333333333,0,0.0,1,0.00041255203541368246,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m5Hz_heft.png,62931.33333333333,0.0,0.0
qrb5165,5.0,5.0,fastest_device,18,True,True,63124.73333333332,0,0.0,3,0.0003169609699398279,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m5Hz_fastest_device.png,62884.73333333332,0.0,0.0
qrb5165,5.0,5.0,critical_path,18,True,True,70787.4,0,0.0,0,0.000385159975849092,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m5Hz_critical_path.png,70787.4,0.0,0.0
qrb5165,5.0,5.0,edf,18,True,True,70787.4,0,0.0,0,0.000405459082685411,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m5Hz_edf.png,70787.4,0.0,0.0
qrb5165,5.0,5.0,fifo,18,True,True,70787.4,0,0.0,0,0.00030517892446368933,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m5Hz_fifo.png,70787.4,0.0,0.0
qrb5165,5.0,5.0,mosek,18,True,False,64564.73333999993,0,0.0,4,0.27951196301728487,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m5Hz_mosek.png,62884.73333333332,0.0,0.0
qrb5165,5.0,10.0,heft,18,True,True,63011.33333333333,0,0.0,1,0.0004179319366812706,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m10Hz_heft.png,62931.33333333333,0.0,0.0
qrb5165,5.0,10.0,fastest_device,18,True,True,63124.73333333332,0,0.0,3,0.00030475808307528496,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m10Hz_fastest_device.png,62884.73333333332,0.0,0.0
qrb5165,5.0,10.0,critical_path,18,True,True,70787.4,0,0.0,0,0.0004017020110040903,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m10Hz_critical_path.png,70787.4,0.0,0.0
qrb5165,5.0,10.0,edf,18,True,True,70787.4,0,0.0,0,0.00045036396477371454,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m10Hz_edf.png,70787.4,0.0,0.0
qrb5165,5.0,10.0,fifo,18,True,True,70787.4,0,0.0,0,0.00030730199068784714,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m10Hz_fifo.png,70787.4,0.0,0.0
qrb5165,5.0,10.0,mosek,18,True,False,64564.73333333332,0,0.0,3,2.256362305022776,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m10Hz_mosek.png,62884.73333333332,0.0,0.0
qrb5165,5.0,30.0,heft,18,True,True,63011.33333333333,0,0.0,1,0.00044707709457725286,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m30Hz_heft.png,62931.33333333333,0.0,0.0
qrb5165,5.0,30.0,fastest_device,18,True,True,63124.73333333332,0,0.0,3,0.0003137750318273902,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m30Hz_fastest_device.png,62884.73333333332,0.0,0.0
qrb5165,5.0,30.0,critical_path,18,True,True,70787.4,0,0.0,0,0.00038811599370092154,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m30Hz_critical_path.png,70787.4,0.0,0.0
qrb5165,5.0,30.0,edf,18,True,True,70787.4,0,0.0,0,0.00039204303175210953,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m30Hz_edf.png,70787.4,0.0,0.0
qrb5165,5.0,30.0,fifo,18,True,True,70787.4,0,0.0,0,0.00028968905098736286,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m30Hz_fifo.png,70787.4,0.0,0.0
qrb5165,5.0,30.0,mosek,18,True,False,64564.73333333333,0,0.0,3,0.2815185550134629,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m30Hz_mosek.png,62884.73333333332,0.0,0.0
qrb5165,5.0,100.0,heft,30,True,True,63011.33333333333,5,105511.6,4,0.000620746985077858,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m100Hz_heft.png,62931.33333333333,0.16666666666666666,39052.03333333333
qrb5165,5.0,100.0,fastest_device,30,True,True,70111.3111111111,5,106491.66666666669,3,0.0005034439964219928,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m100Hz_fastest_device.png,62884.73333333332,0.16666666666666666,38543.8888888889
qrb5165,5.0,100.0,critical_path,30,True,True,70787.4,3,47715.999999999985,4,0.0006342919077724218,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m100Hz_critical_path.png,70787.4,0.1,24252.666666666664
qrb5165,5.0,100.0,edf,30,True,True,70787.4,0,0.0,4,0.0007057880284264684,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m100Hz_edf.png,70787.4,0.0,0.0
qrb5165,5.0,100.0,fifo,30,True,True,125782.36666666667,2,10860.400000000005,7,0.0004963810788467526,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m100Hz_fifo.png,119030.9,0.06666666666666667,9603.866666666669
qrb5165,5.0,100.0,mosek,30,True,False,64564.73333333332,1,7.275957614183426e-12,5,1.8163642559666187,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d5Hz_m100Hz_mosek.png,62884.73333333332,0.03333333333333333,7.275957614183426e-12
qrb5165,10.0,5.0,heft,18,True,True,63011.33333333333,0,0.0,1,0.0003808919573202729,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m5Hz_heft.png,62931.33333333333,0.0,0.0
qrb5165,10.0,5.0,fastest_device,18,True,True,63124.73333333332,0,0.0,3,0.00029714300762861967,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m5Hz_fastest_device.png,62884.73333333332,0.0,0.0
qrb5165,10.0,5.0,critical_path,18,True,True,70787.4,0,0.0,0,0.0003786280285567045,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m5Hz_critical_path.png,70787.4,0.0,0.0
qrb5165,10.0,5.0,edf,18,True,True,70787.4,0,0.0,0,0.0004052689764648676,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m5Hz_edf.png,70787.4,0.0,0.0
qrb5165,10.0,5.0,fifo,18,True,True,70787.4,0,0.0,0,0.00030766299460083246,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m5Hz_fifo.png,70787.4,0.0,0.0
qrb5165,10.0,5.0,mosek,18,True,False,64564.73333333334,0,0.0,4,0.26088913006242365,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m5Hz_mosek.png,62884.73333333332,0.0,0.0
qrb5165,10.0,10.0,heft,18,True,True,63011.33333333333,0,0.0,1,0.0006049869116395712,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m10Hz_heft.png,62931.33333333333,0.0,0.0
qrb5165,10.0,10.0,fastest_device,18,True,True,63124.73333333332,0,0.0,3,0.0003384919837117195,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m10Hz_fastest_device.png,62884.73333333332,0.0,0.0
qrb5165,10.0,10.0,critical_path,18,True,True,70787.4,0,0.0,0,0.0004020819906145334,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m10Hz_critical_path.png,70787.4,0.0,0.0
qrb5165,10.0,10.0,edf,18,True,True,70787.4,0,0.0,0,0.00039986788760870695,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m10Hz_edf.png,70787.4,0.0,0.0
qrb5165,10.0,10.0,fifo,18,True,True,70787.4,0,0.0,0,0.00030926603358238935,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m10Hz_fifo.png,70787.4,0.0,0.0
qrb5165,10.0,10.0,mosek,18,True,False,64564.73333333334,0,0.0,4,0.2606651339447126,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m10Hz_mosek.png,62884.73333333332,0.0,0.0
qrb5165,10.0,30.0,heft,18,True,True,63011.33333333333,0,0.0,1,0.00038771494291722775,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m30Hz_heft.png,62931.33333333333,0.0,0.0
qrb5165,10.0,30.0,fastest_device,18,True,True,63124.73333333332,0,0.0,3,0.0003243749961256981,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m30Hz_fastest_device.png,62884.73333333332,0.0,0.0
qrb5165,10.0,30.0,critical_path,18,True,True,70787.4,0,0.0,0,0.0003894380060955882,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m30Hz_critical_path.png,70787.4,0.0,0.0
qrb5165,10.0,30.0,edf,18,True,True,70787.4,0,0.0,0,0.00039199297316372395,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m30Hz_edf.png,70787.4,0.0,0.0
qrb5165,10.0,30.0,fifo,18,True,True,70787.4,0,0.0,0,0.000453770044259727,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m30Hz_fifo.png,70787.4,0.0,0.0
qrb5165,10.0,30.0,mosek,18,True,False,64564.73333333333,0,0.0,3,2.363392310915515,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m30Hz_mosek.png,62884.73333333332,0.0,0.0
qrb5165,10.0,100.0,heft,30,True,True,63011.33333333333,5,105511.6,4,0.0006244240794330835,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m100Hz_heft.png,62931.33333333333,0.16666666666666666,39052.03333333333
qrb5165,10.0,100.0,fastest_device,30,True,True,70111.3111111111,5,106491.66666666669,3,0.0005140641005709767,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m100Hz_fastest_device.png,62884.73333333332,0.16666666666666666,38543.8888888889
qrb5165,10.0,100.0,critical_path,30,True,True,70787.4,3,47715.999999999985,4,0.0007580770179629326,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m100Hz_critical_path.png,70787.4,0.1,24252.666666666664
qrb5165,10.0,100.0,edf,30,True,True,70787.4,0,0.0,4,0.0006894369143992662,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m100Hz_edf.png,70787.4,0.0,0.0
qrb5165,10.0,100.0,fifo,30,True,True,125782.36666666667,3,36642.76666666668,7,0.0005212079267948866,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m100Hz_fifo.png,119030.9,0.1,25782.36666666667
qrb5165,10.0,100.0,mosek,30,True,False,64564.733333333344,0,0.0,8,2.0974029479548335,50000.0,100.0,,,,/scratch2/agustin/XPU-RT/results/robotic_packing/gantts/qrb5165_d10Hz_m100Hz_mosek.png,62884.73333333332,0.0,0.0
