policy,contention_level,seed,task,instance,criticality,release_time,start_time,end_time,deadline
probe_prodwin20,3,0,dronet,0,hard,0.0,70.54607400000002,87.17468300000002,20.0
probe_prodwin20,3,0,dronet,1,hard,50.0,90.54607400000002,107.68629100000001,70.0
probe_prodwin20,3,0,dronet,2,hard,100.0,170.546074,187.17468300000002,120.0
probe_prodwin20,3,0,dronet,3,hard,150.0,190.546074,207.686291,170.0
probe_prodwin20,3,0,dronet,4,hard,200.0,270.5460739999999,287.1746829999999,220.0
probe_prodwin20,3,0,dronet,5,hard,250.0,290.5460739999999,307.6862909999999,270.0
probe_prodwin20,3,0,dronet,6,hard,300.0,370.5460739999999,387.1746829999999,320.0
probe_prodwin20,3,0,dronet,7,hard,350.0,390.5460739999999,407.6862909999999,370.0
probe_prodwin20,3,0,dronet,8,hard,400.0,466.5783869999998,483.2069959999998,420.0
probe_prodwin20,3,0,mlp_control,0,hard,0.0,0.0,0.546074,10.0
probe_prodwin20,3,0,mlp_control,1,hard,10.0,10.0,10.546074000000003,20.0
probe_prodwin20,3,0,mlp_control,10,hard,100.0,100.0,100.54607400000002,110.0
probe_prodwin20,3,0,mlp_control,11,hard,110.0,110.0,110.54607400000002,120.0
probe_prodwin20,3,0,mlp_control,12,hard,120.0,120.0,120.54607400000002,130.0
probe_prodwin20,3,0,mlp_control,13,hard,130.0,130.0,130.546074,140.0
probe_prodwin20,3,0,mlp_control,14,hard,140.0,140.0,140.75511300000002,150.0
probe_prodwin20,3,0,mlp_control,15,hard,150.0,150.0,150.546074,160.0
probe_prodwin20,3,0,mlp_control,16,hard,160.0,160.0,160.61066300000002,170.0
probe_prodwin20,3,0,mlp_control,17,hard,170.0,170.0,170.546074,180.0
probe_prodwin20,3,0,mlp_control,18,hard,180.0,180.0,180.546074,190.0
probe_prodwin20,3,0,mlp_control,19,hard,190.0,190.0,190.546074,200.0
probe_prodwin20,3,0,mlp_control,2,hard,20.0,20.0,20.546073999999994,30.0
probe_prodwin20,3,0,mlp_control,20,hard,200.0,200.0,200.546074,210.0
probe_prodwin20,3,0,mlp_control,21,hard,210.0,210.0,210.546074,220.0
probe_prodwin20,3,0,mlp_control,22,hard,220.0,220.0,220.546074,230.0
probe_prodwin20,3,0,mlp_control,23,hard,230.0,230.0,230.546074,240.0
probe_prodwin20,3,0,mlp_control,24,hard,240.0,240.0,240.75511300000005,250.0
