entry_id,network,instance,dispatch_id,op,name,core_kind,hart,worker_kind_idx,predicted_start_ms,predicted_duration_ms,actual_start_ms,actual_end_ms,actual_duration_ms
0,fused_split,0,0,qnn_graph,fused_vision_conv,hta,7,0,0.000000,0.931000,0.048000,3.054000,3.006000
1,fused_split,0,1,qnn_graph,fused_depth_conv,cpu,5,1,0.000000,0.014000,0.030000,0.106000,0.076000
2,vint,0,0,qnn_graph,vint_encoders,dsp,6,2,0.000000,14.213000,0.047000,14.741000,14.694000
3,mlp_control,0,0,qnn_graph,mlp_control_full,cpu,4,3,0.014000,0.107000,0.038000,0.111000,0.073000
4,yolov8n_b,0,0,qnn_graph,yolov8n_backbone,hta,7,4,0.931000,13.909000,3.090000,15.857000,12.767000
5,mlp_control,1,0,qnn_graph,mlp_control_full,cpu,4,3,7.000000,0.107000,7.023000,7.150000,0.127000
6,fused_split,0,2,qnn_graph,fused_tail,cpu,5,1,10.646000,0.354000,10.667000,12.171000,1.504000
7,mlp_control,2,0,qnn_graph,mlp_control_full,cpu,4,3,14.000000,0.107000,14.009000,14.077000,0.068000
8,fused_split,1,0,qnn_graph,fused_vision_conv,hta,7,0,14.840000,0.931000,16.294000,17.744000,1.450000
9,yolov8n_b,0,1,qnn_graph,yolov8n_head,dsp,6,5,14.840000,15.377000,16.230000,33.529000,17.299000
10,fused_split,1,1,qnn_graph,fused_depth_conv,cpu,5,1,15.757000,0.014000,15.775000,15.833000,0.058000
11,fused_split,1,2,qnn_graph,fused_tail,cpu,5,1,15.771000,0.354000,17.965000,20.220000,2.255000
12,yolov8n_c,0,0,qnn_graph,yolov8n_backbone,hta,7,6,15.771000,13.909000,17.967000,31.984000,14.017000
13,mlp_control,3,0,qnn_graph,mlp_control_full,cpu,4,3,21.000000,0.107000,21.012000,21.107000,0.095000
14,fused_split,2,0,qnn_graph,fused_vision_conv,hta,7,0,29.680000,0.931000,32.419000,33.293000,0.874000
15,mlp_control,4,0,qnn_graph,mlp_control_full,dsp,6,7,30.217000,0.589000,33.967000,34.619000,0.652000
16,fused_split,2,1,qnn_graph,fused_depth_conv,cpu,5,1,30.597000,0.014000,30.627000,30.812000,0.185000
17,yolov8n_a,0,0,qnn_graph,yolov8n_backbone,hta,7,8,30.611000,13.909000,33.314000,55.525000,22.211000
18,fused_split,2,2,qnn_graph,fused_tail,cpu,5,1,30.611000,0.354000,33.333000,38.227000,4.894000
19,yolov8n_c,0,1,qnn_graph,yolov8n_head,dsp,6,9,30.806000,15.377000,36.268000,53.961000,17.693000
20,mlp_control,5,0,qnn_graph,mlp_control_full,cpu,4,3,35.000000,0.107000,38.286000,38.388000,0.102000
21,vint,0,1,qnn_graph,vint_decoder,cpu,5,10,35.107000,37.826000,38.433000,61.285000,22.852000
22,fused_split,3,0,qnn_graph,fused_vision_conv,hta,7,0,44.520000,0.931000,56.030000,56.974000,0.944000
23,yolov8n_d,0,0,qnn_graph,yolov8n_backbone,hta,7,11,45.451000,13.909000,57.015000,69.961000,12.946000
24,mlp_control,6,0,qnn_graph,mlp_control_full,dsp,6,7,46.183000,0.589000,55.467000,55.956000,0.489000
25,fused_split,3,1,qnn_graph,fused_depth_conv,dsp,6,12,46.772000,0.392000,54.443000,55.442000,0.999000
26,fused_split,3,2,qnn_graph,fused_tail,dsp,6,12,47.164000,4.303000,57.014000,60.226000,3.212000
27,mlp_control,7,0,qnn_graph,mlp_control_full,dsp,6,7,51.467000,0.589000,60.290000,60.965000,0.675000
28,fused_split,4,0,qnn_graph,fused_vision_conv,dsp,6,12,56.000000,0.459000,60.997000,61.482000,0.485000
29,fused_split,4,1,qnn_graph,fused_depth_conv,dsp,6,12,56.459000,0.392000,61.682000,62.031000,0.349000
30,mlp_control,8,0,qnn_graph,mlp_control_full,dsp,6,7,58.108000,0.589000,62.050000,62.390000,0.340000
31,fused_split,4,2,qnn_graph,fused_tail,dsp,6,12,58.697000,4.303000,62.412000,66.138000,3.726000
32,mlp_control,9,0,qnn_graph,mlp_control_full,dsp,6,7,63.000000,0.589000,66.184000,68.391000,2.207000
33,yolov8n_d,0,1,qnn_graph,yolov8n_head,dsp,6,13,63.589000,15.377000,70.536000,86.340000,15.804000
34,fused_split,5,0,qnn_graph,fused_vision_conv,hta,7,0,70.000000,0.931000,70.402000,71.524000,1.122000
35,fused_split,5,1,qnn_graph,fused_depth_conv,hta,7,0,70.931000,1.568000,71.549000,73.484000,1.935000
36,mlp_control,10,0,qnn_graph,mlp_control_full,cpu,4,3,72.933000,0.107000,72.956000,73.040000,0.084000
37,mlp_control,11,0,qnn_graph,mlp_control_full,cpu,4,3,77.000000,0.107000,77.007000,77.052000,0.045000
38,yolov8n_a,0,1,qnn_graph,yolov8n_head,dsp,6,14,78.966000,15.377000,86.773000,102.432000,15.659000
39,fused_split,5,2,qnn_graph,fused_tail,cpu,5,1,80.646000,0.354000,80.668000,81.405000,0.737000
