dispatch_id,module_name,vmfb_path,mlir_path,mean_time,mean_unit,mean_time_ns,returncode,log_path,source,op,shape,cycles,cycles_n,cycles_cv_pct,implementation
0,dronet$dispatch_0_rvv_x60_conv2d_s8_N1xIC3xIH112xIW112xOC8xOH56xOW56xKH3xKW3xSH2xSW2xPH1xPW1,,,1.423542,ms,1423541.666667,0,,k1,conv2d_s8,N=1;IC=3;IH=112;IW=112;OC=8;OH=56;OW=56;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,34165,1,,curated[rvv]/rvv_vsmul_vnclip
1,dronet$dispatch_1_rvv_x60_conv2d_s8_N1xIC3xIH112xIW112xOC8xOH56xOW56xKH3xKW3xSH2xSW2xPH1xPW1,,,1.222167,ms,1222166.666667,0,,k1,conv2d_s8,N=1;IC=3;IH=112;IW=112;OC=8;OH=56;OW=56;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,29332,1,,curated[rvv]/rvv_vsmul_vnclip
2,dronet$dispatch_2_rvv_x60_conv2d_s8_N1xIC3xIH112xIW112xOC8xOH56xOW56xKH3xKW3xSH2xSW2xPH1xPW1,,,1.232875,ms,1232875.000000,0,,k1,conv2d_s8,N=1;IC=3;IH=112;IW=112;OC=8;OH=56;OW=56;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,29589,1,,curated[rvv]/rvv_vsmul_vnclip
3,dronet$dispatch_3_rvv_x60_conv2d_s8_N1xIC3xIH112xIW112xOC8xOH56xOW56xKH3xKW3xSH2xSW2xPH1xPW1,,,1.263125,ms,1263125.000000,0,,k1,conv2d_s8,N=1;IC=3;IH=112;IW=112;OC=8;OH=56;OW=56;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,30315,1,,curated[rvv]/rvv_vsmul_vnclip
4,dronet$dispatch_4_rvv_x60_maxpool2d_s8_N1xC32xIH56xIW56xOH27xOW27xKH3xKW3xSH2xSW2xPH0xPW0xDH1xDW1,,,0.751875,ms,751875.000000,0,,k1,maxpool2d_s8,N=1;C=32;IH=56;IW=56;OH=27;OW=27;KH=3;KW=3;SH=2;SW=2;PH=0;PW=0;DH=1;DW=1,18045,1,,curated[rvv]/direct
5,dronet$dispatch_5_rvv_x60_batchnorm2d_s8_N1xC32xH27xW27,,,0.058125,ms,58125.000000,0,,k1,batchnorm2d_s8,N=1;C=32;H=27;W=27,1395,1,,curated[rvv]/direct
6,dronet$dispatch_6_rvv_x60_conv2d_batchnorm2d_s8_N1xIC32xIH27xIW27xOC32xOH14xOW14xKH3xKW3xSH2xSW2xPH1xPW1,,,1.257792,ms,1257791.666667,0,,k1,conv2d_batchnorm2d_s8,N=1;IC=32;IH=27;IW=27;OC=32;OH=14;OW=14;KH=3;KW=3;SH=2;SW=2;PH=1;PW=1,30187,1,,curated[rvv]/rvv_oc_blocked_bn_epilogue
7,dronet$dispatch_7_rvv_x60_conv2d_s8_N1xIC32xIH14xIW14xOC32xOH14xOW14xKH3xKW3xSH1xSW1xPH1xPW1,,,0.672792,ms,672791.666667,0,,k1,conv2d_s8,N=1;IC=32;IH=14;IW=14;OC=32;OH=14;OW=14;KH=3;KW=3;SH=1;SW=1;PH=1;PW=1,16147,1,,curated[rvv]/rvv_vsmul_vnclip
8,dronet$dispatch_8_rvv_x60_conv2d_s8_N1xIC32xIH27xIW27xOC32xOH14xOW14xKH1xKW1xSH2xSW2xPH0xPW0,,,0.193500,ms,193500.000000,0,,k1,conv2d_s8,N=1;IC=32;IH=27;IW=27;OC=32;OH=14;OW=14;KH=1;KW=1;SH=2;SW=2;PH=0;PW=0,4644,1,,curated[rvv]/rvv_vsmul_vnclip
9,dronet$dispatch_9_rvv_x60_add_s8_n6272,,,0.067917,ms,67916.666667,0,,k1,add_s8,n=6272,1630,1,,curated[rvv]/rvv_frm_rmm
